0	1.501405269
0.1	1.505926385
0.2	1.513577608
0.3	1.524392661
0.4	1.538418696
0.5	1.555719514
0.6	1.576388433
0.7	1.600514326
0.8	1.628204518
0.9	1.659551901
1	1.694609805
1.1	1.7333809
1.2	1.775790487
1.3	1.821654165
1.4	1.870778358
1.5	1.923040669
1.6	1.978102792
1.7	2.035648208
1.8	2.095558052
1.9	2.157039358
2	2.219599469
2.1	2.282876571
2.2	2.345873019
2.3	2.407620727
2.4	2.468113459
2.5	2.527119851
2.6	2.583469977
2.7	2.635157711
2.8	2.682821787
2.9	2.726976598
3	2.765845824
3.1	2.797307525
3.2	2.819661552
3.3	2.836497678
3.4	2.851146834
3.5	2.864046163
3.6	2.874665956
3.7	2.881667355
3.8	2.882549345
3.9	2.878798035
4	2.872258028
4.1	2.859641305
4.2	2.840549848
4.3	2.81553633
4.4	2.786798679
4.5	2.756054398
4.6	2.723322251
4.7	2.687234623
4.8	2.647427098
4.9	2.604015079
5	2.559250381
5.1	2.515485205
5.2	2.471063002
5.3	2.422284326
5.4	2.374707369
5.5	2.330152277
5.6	2.285594047
5.7	2.240852479
5.8	2.194322703
5.9	2.147104914
6	2.100112246
6.1	2.053065763
6.2	2.002572493
6.3	1.949932258
6.4	1.898872419
6.5	1.849598482
6.6	1.801272863
6.7	1.75219045
6.8	1.701990541
6.9	1.652799002
7	1.606276199
7.1	1.561796831
7.2	1.517728199
7.3	1.475246881
7.4	1.434848581
7.5	1.396356209
7.6	1.357807715
7.7	1.319461782
7.8	1.282520971
7.9	1.248888777
8	1.217965396
8.1	1.188061363
8.2	1.158934994
8.3	1.131474572
8.4	1.106021616
8.5	1.081366728
8.6	1.056834467
8.7	1.032742203
8.8	1.009544889
8.9	0.9880702876
9	0.9676192082
9.1	0.9467746005
9.2	0.9259148199
9.3	0.905967498
9.4	0.8875770766
9.5	0.8699535504
9.6	0.8525699074
9.7	0.8351954764
9.8	0.8192124856
9.9	0.8042542308
10	0.7894045051
10.1	0.7743896195
10.2	0.7599197946
10.3	0.7463996701
10.4	0.7333370431
10.5	0.7204848144
10.6	0.7080260257
10.7	0.6960768748
10.8	0.6848314666
10.9	0.6739968185
11	0.6633461172
11.1	0.6528258565
11.2	0.6429797767
11.3	0.6337957458
11.4	0.6247027513
11.5	0.6156512621
11.6	0.6067847546
11.7	0.5983257113
11.8	0.590030491
11.9	0.581733479
12	0.5736118102
12.1	0.56587786
12.2	0.5583338423
12.3	0.550519819
12.4	0.5429102819
12.5	0.5359820266
12.6	0.5291082046
12.7	0.5222869248
12.8	0.5157381021
12.9	0.5089728411
13	0.5023801026
13.1	0.4962592765
13.2	0.4905099033
13.3	0.4846180185
13.4	0.4787889942
13.5	0.4734424231
13.6	0.4683823369
13.7	0.4635439409
13.8	0.4587835815
13.9	0.4542163807
14	0.4496953406
14.1	0.4450908304
14.2	0.4407267257
14.3	0.4365330578
14.4	0.4322732997
14.5	0.4281150533
14.6	0.4242179463
14.7	0.4201908762
14.8	0.4163034194
14.9	0.4128677653
15	0.4128677653
