0	1.501543916
0.1	1.506228451
0.2	1.514093197
0.3	1.525202671
0.4	1.539640994
0.5	1.557511747
0.6	1.578959088
0.7	1.604128547
0.8	1.633194884
0.9	1.666358659
1	1.703820158
1.1	1.745719971
1.2	1.792177226
1.3	1.843219021
1.4	1.898952798
1.5	1.95939424
1.6	2.024593832
1.7	2.094091274
1.8	2.167586796
1.9	2.244397557
2	2.324759163
2.1	2.408594818
2.2	2.495169193
2.3	2.583505624
2.4	2.673335391
2.5	2.764982165
2.6	2.857907249
2.7	2.951205466
2.8	3.042219375
2.9	3.129312723
3	3.212412045
3.1	3.288905704
3.2	3.352986019
3.3	3.408324667
3.4	3.462531206
3.5	3.516298879
3.6	3.564239162
3.7	3.602392946
3.8	3.636986281
3.9	3.666890682
4	3.699428383
4.1	3.734912599
4.2	3.76687207
4.3	3.787915044
4.4	3.804328295
4.5	3.82381695
4.6	3.844963584
4.7	3.861379504
4.8	3.863905134
4.9	3.847052573
5	3.829030684
5.1	3.809898678
5.2	3.779331086
5.3	3.737412797
5.4	3.687924165
5.5	3.641773766
5.6	3.59332703
5.7	3.531236086
5.8	3.463855418
5.9	3.398535256
6	3.334685815
6.1	3.266335765
6.2	3.190897157
6.3	3.111489574
6.4	3.028662735
6.5	2.948035152
6.6	2.858093226
6.7	2.762859203
6.8	2.663501885
6.9	2.570161329
7	2.481414097
7.1	2.386331528
7.2	2.290293465
7.3	2.201471391
7.4	2.12101741
7.5	2.044046376
7.6	1.969549417
7.7	1.904979509
7.8	1.844786491
7.9	1.787291714
8	1.732966748
8.1	1.683811725
8.2	1.640084355
8.3	1.599717759
8.4	1.56230825
8.5	1.528118014
8.6	1.498221784
8.7	1.470374162
8.8	1.443468347
8.9	1.4170469
9	1.392130008
9.1	1.368431606
9.2	1.34557783
9.3	1.322819555
9.4	1.299849468
9.5	1.276898653
9.6	1.254874717
9.7	1.233702836
9.8	1.212327199
9.9	1.190927901
10	1.169885067
10.1	1.150649763
10.2	1.132873191
10.3	1.116107504
10.4	1.100179075
10.5	1.085683028
10.6	1.072134789
10.7	1.059011874
10.8	1.045415619
10.9	1.031795127
11	1.019218998
11.1	1.006891601
11.2	0.9942991416
11.3	0.9813168115
11.4	0.968577852
11.5	0.9561715157
11.6	0.9437531912
11.7	0.9313800752
11.8	0.9191115409
11.9	0.9074299267
12	0.8960172894
12.1	0.8846650173
12.2	0.8734819786
12.3	0.8627369383
12.4	0.8524663072
12.5	0.842221598
12.6	0.8315743588
12.7	0.8203994237
12.8	0.809468664
12.9	0.7986390551
13	0.7880648121
13.1	0.7776492836
13.2	0.7674721259
13.3	0.7581168279
13.4	0.7491085092
13.5	0.7400950574
13.6	0.7308512134
13.7	0.72199949
13.8	0.7138040327
13.9	0.7055083435
14	0.697287876
14.1	0.6889831579
14.2	0.6804556741
14.3	0.6719303653
14.4	0.6632287967
14.5	0.6543637964
14.6	0.645616495
14.7	0.6372308241
14.8	0.6292437646
14.9	0.6215315765
15	0.6215315765
