epsilon = 1.0e-10
cc -O3 -Wall -Werror -std=c99 -I/home/akshays/Codes/SuperLU_5.2.1/include -shared -fPIC -lm -lblas -L/home/akshays/Codes/SuperLU_5.2.1/lib -lsuperlu ./superlu_util.c -o /tmp/lua_UQfDtr.so
[0 - 7f7ba22b7780] {4}{threads}: reservation ('CPU proc 1d00000000000001') cannot be satisfied
======================= Problem parameters ======================
           Nx, Ny, Nz           = 32, 32, 32
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.196350, 0.196350, 0.196350
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.600000
           prow, pcol           = 2, 2
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
   897 |  2.6578e+00 |  2.9525e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   898 |  2.6608e+00 |  2.9526e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   899 |  2.6637e+00 |  2.9525e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   900 |  2.6667e+00 |  2.9525e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
   901 |  2.6696e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   902 |  2.6726e+00 |  2.9523e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   903 |  2.6755e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   904 |  2.6785e+00 |  2.9521e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   905 |  2.6814e+00 |  2.9521e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   906 |  2.6844e+00 |  2.9521e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   907 |  2.6873e+00 |  2.9521e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   908 |  2.6903e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   909 |  2.6932e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   910 |  2.6962e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   911 |  2.6991e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   912 |  2.7021e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   913 |  2.7050e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   914 |  2.7080e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   915 |  2.7110e+00 |  2.9521e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   916 |  2.7139e+00 |  2.9519e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   917 |  2.7169e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   918 |  2.7198e+00 |  2.9515e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   919 |  2.7228e+00 |  2.9515e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   920 |  2.7257e+00 |  2.9515e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   921 |  2.7287e+00 |  2.9516e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   922 |  2.7316e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   923 |  2.7346e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   924 |  2.7375e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   925 |  2.7405e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   926 |  2.7434e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   927 |  2.7464e+00 |  2.9516e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   928 |  2.7493e+00 |  2.9515e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   929 |  2.7523e+00 |  2.9514e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   930 |  2.7552e+00 |  2.9514e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   931 |  2.7582e+00 |  2.9514e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   932 |  2.7611e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   933 |  2.7641e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   934 |  2.7670e+00 |  2.9514e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   935 |  2.7700e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   936 |  2.7729e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   937 |  2.7759e+00 |  2.9512e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   938 |  2.7788e+00 |  2.9512e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   939 |  2.7818e+00 |  2.9511e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   940 |  2.7847e+00 |  2.9510e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   941 |  2.7877e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   942 |  2.7906e+00 |  2.9508e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   943 |  2.7936e+00 |  2.9505e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   944 |  2.7965e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   945 |  2.7995e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   946 |  2.8024e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   947 |  2.8054e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   948 |  2.8083e+00 |  2.9505e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   949 |  2.8113e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   950 |  2.8142e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
   951 |  2.8172e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   952 |  2.8201e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   953 |  2.8231e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   954 |  2.8260e+00 |  2.9502e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   955 |  2.8290e+00 |  2.9501e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   956 |  2.8319e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   957 |  2.8349e+00 |  2.9499e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   958 |  2.8378e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   959 |  2.8408e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   960 |  2.8437e+00 |  2.9499e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   961 |  2.8467e+00 |  2.9498e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   962 |  2.8496e+00 |  2.9498e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   963 |  2.8526e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   964 |  2.8555e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   965 |  2.8585e+00 |  2.9494e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
   966 |  2.8614e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
   967 |  2.8644e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
   968 |  2.8673e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
   969 |  2.8703e+00 |  2.9494e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
   970 |  2.8732e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
   971 |  2.8762e+00 |  2.9492e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
   972 |  2.8791e+00 |  2.9492e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   973 |  2.8821e+00 |  2.9492e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   974 |  2.8850e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   975 |  2.8880e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9999e-01
   976 |  2.8909e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9998e-01
   977 |  2.8939e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9996e-01
   978 |  2.8968e+00 |  2.9492e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9994e-01
   979 |  2.8998e+00 |  2.9492e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9992e-01
   980 |  2.9027e+00 |  2.9491e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9990e-01
   981 |  2.9057e+00 |  2.9491e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9988e-01
   982 |  2.9086e+00 |  2.9490e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9985e-01
   983 |  2.9116e+00 |  2.9489e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9983e-01
   984 |  2.9145e+00 |  2.9488e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9981e-01
   985 |  2.9175e+00 |  2.9487e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9978e-01
   986 |  2.9204e+00 |  2.9488e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9976e-01
   987 |  2.9234e+00 |  2.9488e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9974e-01
   988 |  2.9263e+00 |  2.9489e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9971e-01
   989 |  2.9293e+00 |  2.9487e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9969e-01
   990 |  2.9322e+00 |  2.9486e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9966e-01
   991 |  2.9352e+00 |  2.9484e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9964e-01
   992 |  2.9381e+00 |  2.9484e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9961e-01
   993 |  2.9411e+00 |  2.9484e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9958e-01
   994 |  2.9440e+00 |  2.9484e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9956e-01
   995 |  2.9470e+00 |  2.9483e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9953e-01
   996 |  2.9499e+00 |  2.9484e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9950e-01
   997 |  2.9529e+00 |  2.9483e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9947e-01
   998 |  2.9558e+00 |  2.9481e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9945e-01
   999 |  2.9588e+00 |  2.9480e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9942e-01
  1000 |  2.9617e+00 |  2.9478e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9939e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  1001 |  2.9647e+00 |  2.9476e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9936e-01
  1002 |  2.9676e+00 |  2.9475e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9933e-01
  1003 |  2.9705e+00 |  2.9473e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9930e-01
  1004 |  2.9735e+00 |  2.9473e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9927e-01
  1005 |  2.9764e+00 |  2.9472e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9924e-01
  1006 |  2.9794e+00 |  2.9472e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9920e-01
  1007 |  2.9823e+00 |  2.9472e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9917e-01
  1008 |  2.9853e+00 |  2.9472e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9914e-01
  1009 |  2.9882e+00 |  2.9471e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9910e-01
  1010 |  2.9912e+00 |  2.9471e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9907e-01
  1011 |  2.9941e+00 |  2.9468e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9903e-01
  1012 |  2.9971e+00 |  2.9471e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9900e-01
  1013 |  3.0000e+00 |  2.9468e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9896e-01
  1014 |  3.0030e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9892e-01
  1015 |  3.0059e+00 |  2.9469e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9889e-01
  1016 |  3.0089e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9885e-01
  1017 |  3.0118e+00 |  2.9466e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9882e-01
  1018 |  3.0148e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9878e-01
  1019 |  3.0177e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9874e-01
  1020 |  3.0206e+00 |  2.9468e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9870e-01
  1021 |  3.0236e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9867e-01
  1022 |  3.0265e+00 |  2.9468e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9863e-01
  1023 |  3.0295e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9859e-01
  1024 |  3.0324e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9855e-01
  1025 |  3.0354e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9851e-01
  1026 |  3.0383e+00 |  2.9465e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9847e-01
  1027 |  3.0413e+00 |  2.9467e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9843e-01
  1028 |  3.0442e+00 |  2.9466e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9838e-01
  1029 |  3.0472e+00 |  2.9466e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9834e-01
  1030 |  3.0501e+00 |  2.9465e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9830e-01
  1031 |  3.0531e+00 |  2.9465e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9826e-01
  1032 |  3.0560e+00 |  2.9465e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9821e-01
  1033 |  3.0590e+00 |  2.9464e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9817e-01
  1034 |  3.0619e+00 |  2.9462e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9812e-01
  1035 |  3.0648e+00 |  2.9463e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9808e-01
  1036 |  3.0678e+00 |  2.9462e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9804e-01
  1037 |  3.0707e+00 |  2.9462e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9799e-01
  1038 |  3.0737e+00 |  2.9461e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9795e-01
  1039 |  3.0766e+00 |  2.9460e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9790e-01
  1040 |  3.0796e+00 |  2.9460e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9785e-01
  1041 |  3.0825e+00 |  2.9460e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9780e-01
  1042 |  3.0855e+00 |  2.9459e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9776e-01
  1043 |  3.0884e+00 |  2.9457e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9771e-01
  1044 |  3.0914e+00 |  2.9459e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9766e-01
  1045 |  3.0943e+00 |  2.9457e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9760e-01
  1046 |  3.0972e+00 |  2.9458e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9755e-01
  1047 |  3.1002e+00 |  2.9457e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9750e-01
  1048 |  3.1031e+00 |  2.9456e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9745e-01
  1049 |  3.1061e+00 |  2.9456e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9739e-01
  1050 |  3.1090e+00 |  2.9455e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9734e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  1051 |  3.1120e+00 |  2.9454e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9729e-01
  1052 |  3.1149e+00 |  2.9454e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9723e-01
  1053 |  3.1179e+00 |  2.9453e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9718e-01
  1054 |  3.1208e+00 |  2.9453e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9712e-01
  1055 |  3.1238e+00 |  2.9454e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9707e-01
  1056 |  3.1267e+00 |  2.9451e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9702e-01
  1057 |  3.1296e+00 |  2.9449e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9696e-01
  1058 |  3.1326e+00 |  2.9448e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9691e-01
  1059 |  3.1355e+00 |  2.9446e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9685e-01
  1060 |  3.1385e+00 |  2.9444e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9680e-01
  1061 |  3.1414e+00 |  2.9444e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9674e-01
  1062 |  3.1444e+00 |  2.9443e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9668e-01
  1063 |  3.1473e+00 |  2.9442e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9662e-01
  1064 |  3.1503e+00 |  2.9442e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9656e-01
  1065 |  3.1532e+00 |  2.9441e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9651e-01
  1066 |  3.1561e+00 |  2.9442e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9644e-01
  1067 |  3.1591e+00 |  2.9440e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9638e-01
  1068 |  3.1620e+00 |  2.9440e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9632e-01
  1069 |  3.1650e+00 |  2.9439e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9626e-01
  1070 |  3.1679e+00 |  2.9438e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9620e-01
  1071 |  3.1709e+00 |  2.9437e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9613e-01
  1072 |  3.1738e+00 |  2.9436e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9607e-01
  1073 |  3.1768e+00 |  2.9436e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9600e-01
  1074 |  3.1797e+00 |  2.9433e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9594e-01
  1075 |  3.1826e+00 |  2.9433e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9587e-01
  1076 |  3.1856e+00 |  2.9431e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9581e-01
  1077 |  3.1885e+00 |  2.9430e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9574e-01
  1078 |  3.1915e+00 |  2.9427e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9567e-01
  1079 |  3.1944e+00 |  2.9427e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9561e-01
  1080 |  3.1974e+00 |  2.9425e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9554e-01
  1081 |  3.2003e+00 |  2.9425e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9548e-01
  1082 |  3.2032e+00 |  2.9423e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9541e-01
  1083 |  3.2062e+00 |  2.9420e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9534e-01
  1084 |  3.2091e+00 |  2.9420e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9527e-01
  1085 |  3.2121e+00 |  2.9417e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9520e-01
  1086 |  3.2150e+00 |  2.9417e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9513e-01
  1087 |  3.2179e+00 |  2.9413e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9506e-01
  1088 |  3.2209e+00 |  2.9414e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9499e-01
  1089 |  3.2238e+00 |  2.9411e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9492e-01
  1090 |  3.2268e+00 |  2.9411e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9485e-01
  1091 |  3.2297e+00 |  2.9409e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9478e-01
  1092 |  3.2327e+00 |  2.9409e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9470e-01
  1093 |  3.2356e+00 |  2.9406e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9463e-01
  1094 |  3.2385e+00 |  2.9408e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9456e-01
  1095 |  3.2415e+00 |  2.9405e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9449e-01
  1096 |  3.2444e+00 |  2.9402e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9441e-01
  1097 |  3.2474e+00 |  2.9401e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9434e-01
  1098 |  3.2503e+00 |  2.9401e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9427e-01
  1099 |  3.2532e+00 |  2.9400e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9419e-01
  1100 |  3.2562e+00 |  2.9398e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9412e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  1101 |  3.2591e+00 |  2.9395e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9404e-01
  1102 |  3.2621e+00 |  2.9395e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9397e-01
  1103 |  3.2650e+00 |  2.9393e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9389e-01
  1104 |  3.2679e+00 |  2.9393e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9381e-01
