Taylor-Green Vortex
cc -O3 -Wall -Werror -std=c99 -I/home/akshays/Codes/SuperLU_5.2.1/include -shared -fPIC -lm -lblas -L/home/akshays/Codes/SuperLU_5.2.1/lib -lsuperlu ./superlu_util.c -o /tmp/lua_3DalcT.so
[0 - 7f7da8813780] {4}{threads}: reservation ('CPU proc 1d00000000000001') cannot be satisfied
======================= Problem parameters ======================
           Nx, Ny, Nz           = 32, 32, 32
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.196350, 0.196350, 0.196350
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.300000
           prow, pcol           = 4, 4
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization
TKE, Enstrophy = 4096, 24576
  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
   853 |  1.2655e+00 |  1.4832e-03 | -1.2910e+01 |  2.2431e-02 |  1.0000e+00 |  1.0001e+00 |  1.1863e+00
   854 |  1.2670e+00 |  1.4832e-03 | -1.2910e+01 |  2.2478e-02 |  1.0000e+00 |  1.0001e+00 |  1.1867e+00
   855 |  1.2685e+00 |  1.4832e-03 | 3.3528e-312 | 3.5225e-312 | 2.1644e-312 |  1.0001e+00 |  1.1872e+00
   856 |  1.2700e+00 |  1.4832e-03 | -1.5210e-02 |  1.4193e-02 | -3.3192e-04 |  1.0001e+00 |  1.1877e+00
   857 |  1.2714e+00 |  1.4832e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.1882e+00
   858 |  1.2729e+00 |  1.4832e-03 |  9.2443e-02 |  1.8793e-02 | 7.9051e-323 |  1.0001e+00 |  1.1887e+00
   859 |  1.2744e+00 |  1.4832e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.1892e+00
   860 |  1.2759e+00 |  1.4832e-03 |  1.4832e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.1896e+00
   861 |  1.2774e+00 |  1.4832e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.1901e+00
   862 |  1.2789e+00 |  1.4832e-03 |  0.0000e+00 |  5.0930e+00 |  3.6087e-01 |  1.0001e+00 |  1.1906e+00
   863 |  1.2803e+00 |  1.4831e-03 |  5.0454e-04 | -3.4914e-03 |  2.1579e-03 |  1.0001e+00 |  1.1911e+00
   864 |  1.2818e+00 |  1.4831e-03 | -0.0000e+00 |  5.0930e+00 | -1.0048e-01 |  1.0001e+00 |  1.1916e+00
   865 |  1.2833e+00 |  1.4831e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.1921e+00
   866 |  1.2848e+00 |  1.4831e-03 |  7.5056e-04 | -1.6942e-02 | 7.9051e-323 |  1.0001e+00 |  1.1926e+00
   867 |  1.2863e+00 |  1.4831e-03 | -1.5681e-02 |  1.4617e-02 | -3.4952e-04 |  1.0001e+00 |  1.1931e+00
   868 |  1.2878e+00 |  1.4831e-03 |  6.6667e-01 |  9.9857e-01 | -1.5748e-02 |  1.0001e+00 |  1.1935e+00
   869 |  1.2892e+00 |  1.4831e-03 |  8.2187e-02 |  1.5538e-02 |  1.0000e+00 |  1.0001e+00 |  1.1940e+00
   870 |  1.2907e+00 |  1.4831e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.1945e+00
   871 |  1.2922e+00 |  1.4831e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.1950e+00
   872 |  1.2937e+00 |  1.4831e-03 |  6.6667e-01 |  1.0006e+00 | -5.9829e-02 |  1.0001e+00 |  1.1955e+00
   873 |  1.2952e+00 |  1.4831e-03 |  8.2991e-02 |  1.5666e-02 | 7.9051e-323 |  1.0001e+00 |  1.1960e+00
   874 |  1.2967e+00 |  1.4831e-03 |  9.6374e-02 |  1.9469e-02 | -3.6376e-02 |  1.0001e+00 |  1.1965e+00
   875 |  1.2981e+00 |  1.4831e-03 | 3.4376e-312 | 3.6074e-312 | 2.2493e-312 |  1.0001e+00 |  1.1970e+00
   876 |  1.2996e+00 |  1.4831e-03 | 2.1220e-313 | 6.1538e-313 | 2.2069e-312 |  1.0001e+00 |  1.1975e+00
   877 |  1.3011e+00 |  1.4831e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.1980e+00
   878 |  1.3026e+00 |  1.4831e-03 |  0.0000e+00 |  5.0930e+00 |  6.7219e-01 |  1.0001e+00 |  1.1985e+00
   879 |  1.3041e+00 |  1.4831e-03 |  8.4223e-02 |  1.5688e-02 |  7.9096e-03 |  1.0001e+00 |  1.1990e+00
   880 |  1.3056e+00 |  1.4831e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.1995e+00
   881 |  1.3070e+00 |  1.4830e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2000e+00
   882 |  1.3085e+00 |  1.4830e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2005e+00
   883 |  1.3100e+00 |  1.4830e-03 |  5.9413e-06 |  6.4400e-02 | 2.2705e-312 |  1.0001e+00 |  1.2010e+00
   884 |  1.3115e+00 |  1.4830e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2015e+00
   885 |  1.3130e+00 |  1.4830e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2020e+00
   886 |  1.3145e+00 |  1.4830e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2025e+00
   887 |  1.3159e+00 |  1.4830e-03 |  5.8545e-06 |  6.4185e-02 |  3.2273e-02 |  1.0001e+00 |  1.2030e+00
   888 |  1.3174e+00 |  1.4830e-03 |  8.6131e-02 |  1.5449e-02 | 2.2705e-312 |  1.0001e+00 |  1.2035e+00
   889 |  1.3189e+00 |  1.4830e-03 |  1.7811e-03 | -4.6766e-03 | 7.9051e-323 |  1.0001e+00 |  1.2040e+00
   890 |  1.3204e+00 |  1.4830e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2045e+00
   891 |  1.3219e+00 |  1.4830e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2050e+00
   892 |  1.3234e+00 |  1.4830e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2056e+00
   893 |  1.3248e+00 |  1.4830e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2061e+00
   894 |  1.3263e+00 |  1.4830e-03 |  1.0164e-01 |  2.0420e-02 | 2.1644e-312 |  1.0001e+00 |  1.2066e+00
   895 |  1.3278e+00 |  1.4830e-03 | 3.4376e-312 | 3.6074e-312 | 2.2705e-312 |  1.0001e+00 |  1.2071e+00
   896 |  1.3293e+00 |  1.4829e-03 |  5.2566e-04 | -4.5575e-03 |  1.8817e-01 |  1.0001e+00 |  1.2076e+00
   897 |  1.3308e+00 |  1.4829e-03 |  5.7246e-06 | -9.0178e-02 | 2.2069e-312 |  1.0001e+00 |  1.2081e+00
   898 |  1.3322e+00 |  1.4829e-03 |  5.4086e-02 | -4.9884e-03 |  2.0832e-03 |  1.0001e+00 |  1.2086e+00
   899 |  1.3337e+00 |  1.4829e-03 |  1.4829e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.2091e+00
   900 |  1.3352e+00 |  1.4829e-03 |  8.0152e-04 | -1.7280e-02 | 2.1644e-312 |  1.0001e+00 |  1.2097e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   901 |  1.3367e+00 |  1.4829e-03 |  6.6667e-01 |  1.0001e+00 |  6.8994e-02 |  1.0001e+00 |  1.2102e+00
   902 |  1.3382e+00 |  1.4829e-03 |  5.8155e-06 |  6.2322e-02 | -4.6618e-02 |  1.0001e+00 |  1.2107e+00
   903 |  1.3397e+00 |  1.4829e-03 |  1.8542e-03 |  2.4213e-02 |  1.8817e-01 |  1.0001e+00 |  1.2112e+00
   904 |  1.3411e+00 |  1.4829e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2117e+00
   905 |  1.3426e+00 |  1.4829e-03 |  1.0472e-01 |  2.0496e-02 | 7.9051e-323 |  1.0001e+00 |  1.2122e+00
   906 |  1.3441e+00 |  1.4829e-03 |  1.0500e-01 |  2.0523e-02 | -5.0038e-03 |  1.0001e+00 |  1.2128e+00
   907 |  1.3456e+00 |  1.4829e-03 |  6.6667e-01 |  1.0001e+00 |  6.9473e-02 |  1.0001e+00 |  1.2133e+00
   908 |  1.3471e+00 |  1.4829e-03 |  8.1650e-04 | -1.7199e-02 | 7.9051e-323 |  1.0001e+00 |  1.2138e+00
   909 |  1.3486e+00 |  1.4829e-03 |  0.0000e+00 |  3.3333e-01 |  3.9464e-02 |  1.0001e+00 |  1.2143e+00
   910 |  1.3500e+00 |  1.4829e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2149e+00
   911 |  1.3515e+00 |  1.4829e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2154e+00
   912 |  1.3530e+00 |  1.4829e-03 |  5.3502e-04 | -5.2615e-03 |  1.0000e+00 |  1.0001e+00 |  1.2159e+00
   913 |  1.3545e+00 |  1.4829e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2164e+00
   914 |  1.3560e+00 |  1.4829e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2170e+00
   915 |  1.3575e+00 |  1.4829e-03 |  5.3091e-06 |  6.1474e-02 |  2.0420e-03 |  1.0001e+00 |  1.2175e+00
   916 |  1.3589e+00 |  1.4828e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2180e+00
   917 |  1.3604e+00 |  1.4828e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2185e+00
   918 |  1.3619e+00 |  1.4828e-03 |  5.4889e-02 | -5.0254e-03 |  2.0340e-03 |  1.0001e+00 |  1.2191e+00
   919 |  1.3634e+00 |  1.4828e-03 |  8.3896e-04 | -1.7286e-02 | 7.9051e-323 |  1.0001e+00 |  1.2196e+00
   920 |  1.3649e+00 |  1.4828e-03 |  5.4148e-04 | -5.2195e-03 | -6.3978e-03 |  1.0001e+00 |  1.2201e+00
   921 |  1.3664e+00 |  1.4828e-03 |  6.6667e-01 |  9.9847e-01 | -2.5892e-02 |  1.0001e+00 |  1.2207e+00
   922 |  1.3678e+00 |  1.4828e-03 |  0.0000e+00 |  3.3333e-01 | -2.1025e-02 |  1.0001e+00 |  1.2212e+00
   923 |  1.3693e+00 |  1.4828e-03 |  1.9618e-03 | -4.2149e-03 |  1.0000e+00 |  1.0001e+00 |  1.2217e+00
   924 |  1.3708e+00 |  1.4828e-03 |  1.9674e-03 | -4.1911e-03 | 7.9051e-323 |  1.0001e+00 |  1.2223e+00
   925 |  1.3723e+00 |  1.4828e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2228e+00
   926 |  1.3738e+00 |  1.4828e-03 | -1.2911e+01 |  2.5658e-02 |  1.0000e+00 |  1.0001e+00 |  1.2233e+00
   927 |  1.3753e+00 |  1.4828e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2239e+00
   928 |  1.3767e+00 |  1.4828e-03 |  4.6715e-06 |  6.0598e-02 | 7.9051e-323 |  1.0001e+00 |  1.2244e+00
   929 |  1.3782e+00 |  1.4828e-03 |  9.5760e-02 |  1.6984e-02 | 7.9051e-323 |  1.0001e+00 |  1.2249e+00
   930 |  1.3797e+00 |  1.4828e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2255e+00
   931 |  1.3812e+00 |  1.4828e-03 |  0.0000e+00 |  5.0930e+00 |  3.3709e-02 |  1.0001e+00 |  1.2260e+00
   932 |  1.3827e+00 |  1.4827e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2266e+00
   933 |  1.3841e+00 |  1.4827e-03 |  0.0000e+00 |  3.3333e-01 |  6.3403e-04 |  1.0001e+00 |  1.2271e+00
   934 |  1.3856e+00 |  1.4827e-03 | -1.2912e+01 |  4.6983e-02 |  1.0000e+00 |  1.0001e+00 |  1.2276e+00
   935 |  1.3871e+00 |  1.4827e-03 |  0.0000e+00 |  5.0930e+00 |  5.1520e-01 |  1.0001e+00 |  1.2282e+00
   936 |  1.3886e+00 |  1.4827e-03 |  1.1411e-01 |  2.1135e-02 | 7.9051e-323 |  1.0001e+00 |  1.2287e+00
   937 |  1.3901e+00 |  1.4827e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2293e+00
   938 |  1.3916e+00 |  1.4827e-03 | -2.6786e-02 | -1.2365e-03 | -2.4147e-02 |  1.0001e+00 |  1.2298e+00
   939 |  1.3930e+00 |  1.4827e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2304e+00
   940 |  1.3945e+00 |  1.4827e-03 |  0.0000e+00 |  5.0930e+00 |  7.1108e-01 |  1.0001e+00 |  1.2309e+00
   941 |  1.3960e+00 |  1.4827e-03 |  5.0861e-06 |  5.9537e-02 |  4.5613e-01 |  1.0001e+00 |  1.2315e+00
   942 |  1.3975e+00 |  1.4827e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2320e+00
   943 |  1.3990e+00 |  1.4827e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2326e+00
   944 |  1.4005e+00 |  1.4827e-03 |  1.4827e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.2331e+00
   945 |  1.4019e+00 |  1.4827e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2337e+00
   946 |  1.4034e+00 |  1.4827e-03 |  8.9310e-04 | -1.7442e-02 | 7.9051e-323 |  1.0001e+00 |  1.2342e+00
   947 |  1.4049e+00 |  1.4827e-03 |  6.6667e-01 |  9.9843e-01 | -2.7461e-02 |  1.0001e+00 |  1.2348e+00
   948 |  1.4064e+00 |  1.4827e-03 |  4.8299e-06 |  5.9019e-02 | 2.2069e-312 |  1.0001e+00 |  1.2353e+00
   949 |  1.4079e+00 |  1.4827e-03 |  6.6667e-01 |  1.0001e+00 |  8.6828e-03 |  1.0001e+00 |  1.2359e+00
   950 |  1.4094e+00 |  1.4826e-03 |  6.6667e-01 |  1.0002e+00 | -6.9372e-03 |  1.0001e+00 |  1.2364e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   951 |  1.4108e+00 |  1.4826e-03 |  9.0335e-04 | -1.7281e-02 | 7.9051e-323 |  1.0001e+00 |  1.2370e+00
   952 |  1.4123e+00 |  1.4826e-03 |  5.6197e-02 | -5.0830e-03 |  1.9433e-03 |  1.0001e+00 |  1.2375e+00
   953 |  1.4138e+00 |  1.4826e-03 |  0.0000e+00 |  5.0930e+00 |  1.4486e+00 |  1.0001e+00 |  1.2381e+00
   954 |  1.4153e+00 |  1.4826e-03 |  0.0000e+00 |  5.0930e+00 |  8.8157e-02 |  1.0001e+00 |  1.2387e+00
   955 |  1.4168e+00 |  1.4826e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2392e+00
   956 |  1.4182e+00 |  1.4826e-03 |  2.1493e-03 |  2.2359e-02 | 7.9051e-323 |  1.0001e+00 |  1.2398e+00
   957 |  1.4197e+00 |  1.4826e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2403e+00
   958 |  1.4212e+00 |  1.4826e-03 | 2.1220e-313 | 5.7294e-313 | 2.2069e-312 |  1.0001e+00 |  1.2409e+00
   959 |  1.4227e+00 |  1.4826e-03 | -6.4153e-02 |  5.5440e-03 | -9.9007e-03 |  1.0001e+00 |  1.2415e+00
   960 |  1.4242e+00 |  1.4826e-03 |  1.2218e-01 |  2.1979e-02 | -7.0067e-03 |  1.0001e+00 |  1.2420e+00
   961 |  1.4257e+00 |  1.4826e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2426e+00
   962 |  1.4271e+00 |  1.4826e-03 | -1.2923e+01 | -8.6620e-02 |  1.0000e+00 |  1.0001e+00 |  1.2432e+00
   963 |  1.4286e+00 |  1.4826e-03 |  0.0000e+00 |  5.0930e+00 |  4.7448e-01 |  1.0001e+00 |  1.2437e+00
   964 |  1.4301e+00 |  1.4826e-03 |  1.4826e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.2443e+00
   965 |  1.4316e+00 |  1.4826e-03 |  4.9485e-06 |  5.7418e-02 | -4.3869e-02 |  1.0001e+00 |  1.2449e+00
   966 |  1.4331e+00 |  1.4825e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2454e+00
   967 |  1.4346e+00 |  1.4825e-03 |  0.0000e+00 |  3.3333e-01 |  1.0291e-02 |  1.0001e+00 |  1.2460e+00
   968 |  1.4360e+00 |  1.4825e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2466e+00
   969 |  1.4375e+00 |  1.4825e-03 | 2.1220e-313 | 5.7294e-313 | 2.2069e-312 |  1.0001e+00 |  1.2471e+00
   970 |  1.4390e+00 |  1.4825e-03 |  5.7535e-04 | -5.4378e-03 | 7.9051e-323 |  1.0001e+00 |  1.2477e+00
   971 |  1.4405e+00 |  1.4825e-03 |  4.9815e-06 |  5.7072e-02 | 7.9051e-323 |  1.0001e+00 |  1.2483e+00
   972 |  1.4420e+00 |  1.4825e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2489e+00
   973 |  1.4435e+00 |  1.4825e-03 | -1.2882e+01 | -9.0150e-02 |  1.0000e+00 |  1.0001e+00 |  1.2494e+00
   974 |  1.4449e+00 |  1.4825e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2500e+00
   975 |  1.4464e+00 |  1.4825e-03 |  6.6667e-01 |  1.0009e+00 | -6.4836e-02 |  1.0001e+00 |  1.2506e+00
   976 |  1.4479e+00 |  1.4825e-03 |  9.6293e-04 | -1.7586e-02 | 2.2493e-312 |  1.0001e+00 |  1.2512e+00
   977 |  1.4494e+00 |  1.4825e-03 |  1.4825e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.2517e+00
   978 |  1.4509e+00 |  1.4825e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2523e+00
   979 |  1.4523e+00 |  1.4825e-03 |  0.0000e+00 |  3.3333e-01 |  2.9016e-02 |  1.0001e+00 |  1.2529e+00
   980 |  1.4538e+00 |  1.4825e-03 | 3.4376e-312 | 3.6074e-312 | 2.2705e-312 |  1.0001e+00 |  1.2535e+00
   981 |  1.4553e+00 |  1.4825e-03 |  2.2994e-03 | -4.4249e-03 | 2.2705e-312 |  1.0001e+00 |  1.2541e+00
   982 |  1.4568e+00 |  1.4824e-03 | -1.2911e+01 | -9.2647e-01 |  1.0000e+00 |  1.0001e+00 |  1.2546e+00
   983 |  1.4583e+00 |  1.4824e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2552e+00
   984 |  1.4598e+00 |  1.4824e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2558e+00
   985 |  1.4612e+00 |  1.4824e-03 |  0.0000e+00 |  3.3333e-01 | -3.6657e-01 |  1.0001e+00 |  1.2564e+00
   986 |  1.4627e+00 |  1.4824e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2570e+00
   987 |  1.4642e+00 |  1.4824e-03 |  5.8910e-04 | -5.7861e-03 |  2.9554e-02 |  1.0001e+00 |  1.2576e+00
   988 |  1.4657e+00 |  1.4824e-03 |  0.0000e+00 |  3.3333e-01 |  4.5259e-02 |  1.0001e+00 |  1.2582e+00
   989 |  1.4672e+00 |  1.4824e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2587e+00
   990 |  1.4687e+00 |  1.4824e-03 | -0.0000e+00 |  5.0930e+00 | -9.3786e-01 |  1.0001e+00 |  1.2593e+00
   991 |  1.4701e+00 |  1.4824e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2599e+00
   992 |  1.4716e+00 |  1.4824e-03 | -1.2911e+01 |  2.8743e-02 |  1.0000e+00 |  1.0001e+00 |  1.2605e+00
   993 |  1.4731e+00 |  1.4824e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2611e+00
   994 |  1.4746e+00 |  1.4824e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.2617e+00
   995 |  1.4761e+00 |  1.4824e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2623e+00
   996 |  1.4775e+00 |  1.4824e-03 |  0.0000e+00 |  5.0930e+00 |  3.8642e-02 |  1.0001e+00 |  1.2629e+00
   997 |  1.4790e+00 |  1.4824e-03 |  4.8545e-06 | -8.5595e-02 | 7.9051e-323 |  1.0001e+00 |  1.2635e+00
   998 |  1.4805e+00 |  1.4823e-03 |  1.0193e-03 | -1.7626e-02 | 7.9051e-323 |  1.0001e+00 |  1.2641e+00
   999 |  1.4820e+00 |  1.4823e-03 | 2.1220e-313 | 6.1538e-313 | 2.2069e-312 |  1.0001e+00 |  1.2647e+00
  1000 |  1.4835e+00 |  1.4823e-03 | 3.4376e-312 | 3.6074e-312 | 2.2705e-312 |  1.0001e+00 |  1.2653e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
  1001 |  1.4850e+00 |  1.4823e-03 |  0.0000e+00 |  5.0930e+00 |  3.5850e-02 |  1.0001e+00 |  1.2659e+00
  1002 |  1.4864e+00 |  1.4823e-03 |  1.3817e-01 |  2.3510e-02 |  5.8175e-01 |  1.0001e+00 |  1.2665e+00
  1003 |  1.4879e+00 |  1.4823e-03 | -0.0000e+00 |  5.0930e+00 | -6.4438e-03 |  1.0001e+00 |  1.2671e+00
  1004 |  1.4894e+00 |  1.4823e-03 |  1.1806e-01 |  1.8849e-02 | 2.2069e-312 |  1.0001e+00 |  1.2677e+00
  1005 |  1.4909e+00 |  1.4823e-03 |  4.8478e-06 |  5.3798e-02 | 7.9051e-323 |  1.0001e+00 |  1.2683e+00
  1006 |  1.4924e+00 |  1.4823e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2689e+00
  1007 |  1.4939e+00 |  1.4823e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2695e+00
  1008 |  1.4953e+00 |  1.4823e-03 |  0.0000e+00 |  3.3333e-01 | -4.5715e-01 |  1.0001e+00 |  1.2701e+00
  1009 |  1.4968e+00 |  1.4823e-03 |  1.4823e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.2707e+00
  1010 |  1.4983e+00 |  1.4823e-03 |  0.0000e+00 |  3.3333e-01 | -2.3287e-02 |  1.0001e+00 |  1.2713e+00
  1011 |  1.4998e+00 |  1.4822e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2719e+00
  1012 |  1.5013e+00 |  1.4822e-03 |  1.4822e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.2725e+00
  1013 |  1.5027e+00 |  1.4822e-03 |  5.8703e-02 | -5.1895e-03 |  1.7745e-03 |  1.0001e+00 |  1.2731e+00
  1014 |  1.5042e+00 |  1.4822e-03 |  2.5074e-03 | -3.5466e-03 | 7.9051e-323 |  1.0001e+00 |  1.2737e+00
  1015 |  1.5057e+00 |  1.4822e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.2743e+00
  1016 |  1.5072e+00 |  1.4822e-03 |  6.1177e-04 | -6.9578e-03 | 2.2493e-312 |  1.0001e+00 |  1.2749e+00
  1017 |  1.5087e+00 |  1.4822e-03 |  6.6667e-01 |  1.0001e+00 |  9.6037e-03 |  1.0001e+00 |  1.2756e+00
  1018 |  1.5102e+00 |  1.4822e-03 |  0.0000e+00 |  5.0930e+00 |  2.3402e-02 |  1.0001e+00 |  1.2762e+00
  1019 |  1.5116e+00 |  1.4822e-03 |  5.8953e-02 |  1.7586e-03 | -5.1994e-03 |  1.0001e+00 |  1.2768e+00
  1020 |  1.5131e+00 |  1.4822e-03 |  5.7429e-06 | -8.4275e-02 | -1.1036e-01 |  1.0001e+00 |  1.2774e+00
  1021 |  1.5146e+00 |  1.4822e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2780e+00
  1022 |  1.5161e+00 |  1.4822e-03 | -2.3386e-02 |  2.1556e-02 | -6.8504e-04 |  1.0001e+00 |  1.2786e+00
  1023 |  1.5176e+00 |  1.4822e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2793e+00
  1024 |  1.5191e+00 |  1.4822e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.2799e+00
  1025 |  1.5205e+00 |  1.4822e-03 |  1.0779e-03 | -1.7259e-02 |  5.7815e-03 |  1.0001e+00 |  1.2805e+00
  1026 |  1.5220e+00 |  1.4822e-03 |  6.6667e-01 |  1.0002e+00 | -7.4366e-03 |  1.0001e+00 |  1.2811e+00
  1027 |  1.5235e+00 |  1.4822e-03 |  2.5892e-03 |  2.1427e-02 | 7.9051e-323 |  1.0001e+00 |  1.2817e+00
  1028 |  1.5250e+00 |  1.4822e-03 |  0.0000e+00 |  3.3333e-01 |  1.1137e-01 |  1.0001e+00 |  1.2824e+00
  1029 |  1.5265e+00 |  1.4822e-03 | -3.4426e-02 |  1.6205e-03 | -2.7796e-03 |  1.0001e+00 |  1.2830e+00
  1030 |  1.5279e+00 |  1.4822e-03 |  1.2746e-01 |  1.9142e-02 | 7.9051e-323 |  1.0001e+00 |  1.2836e+00
  1031 |  1.5294e+00 |  1.4822e-03 | -0.0000e+00 |  5.0930e+00 | -2.8738e-02 |  1.0001e+00 |  1.2842e+00
  1032 |  1.5309e+00 |  1.4821e-03 |  2.6219e-03 |  2.1853e-02 | -9.0966e-02 |  1.0001e+00 |  1.2849e+00
  1033 |  1.5324e+00 |  1.4821e-03 |  0.0000e+00 |  3.3333e-01 |  2.8613e-02 |  1.0001e+00 |  1.2855e+00
