Taylor-Green Vortex
cc -O3 -Wall -Werror -std=c99 -I/home/akshays/Codes/SuperLU_5.2.1/include -shared -fPIC -lm -lblas -L/home/akshays/Codes/SuperLU_5.2.1/lib -lsuperlu ./superlu_util.c -o /tmp/lua_3DalcT.so
[0 - 7f7da8813780] {4}{threads}: reservation ('CPU proc 1d00000000000001') cannot be satisfied
======================= Problem parameters ======================
           Nx, Ny, Nz           = 32, 32, 32
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.196350, 0.196350, 0.196350
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.300000
           prow, pcol           = 4, 4
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization
TKE, Enstrophy = 4096, 24576
  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
   429 |  6.3646e-01 |  1.4836e-03 |  4.1726e-04 | -1.3966e-02 | 7.9051e-323 |  1.0000e+00 |  1.0435e+00
   430 |  6.3795e-01 |  1.4836e-03 |  0.0000e+00 |  5.0930e+00 |  2.1364e-03 |  1.0000e+00 |  1.0438e+00
   431 |  6.3943e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0440e+00
   432 |  6.4091e-01 |  1.4836e-03 |  4.1817e-04 | -1.4003e-02 | 2.2705e-312 |  1.0000e+00 |  1.0442e+00
   433 |  6.4240e-01 |  1.4836e-03 |  4.1848e-04 | -1.4016e-02 |  1.8745e-02 |  1.0000e+00 |  1.0444e+00
   434 |  6.4388e-01 |  1.4836e-03 |  3.9605e-06 |  8.7116e-02 |  1.2664e-01 |  1.0000e+00 |  1.0446e+00
   435 |  6.4536e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0448e+00
   436 |  6.4685e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0450e+00
   437 |  6.4833e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0452e+00
   438 |  6.4981e-01 |  1.4836e-03 |  5.5459e-04 |  1.8023e-02 |  1.8817e-01 |  1.0000e+00 |  1.0454e+00
   439 |  6.5130e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -4.8583e-01 |  1.0000e+00 |  1.0457e+00
   440 |  6.5278e-01 |  1.4836e-03 |  0.0000e+00 |  5.0930e+00 |  1.8216e-02 |  1.0000e+00 |  1.0459e+00
   441 |  6.5427e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -9.3912e-03 |  1.0000e+00 |  1.0461e+00
   442 |  6.5575e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0463e+00
   443 |  6.5723e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0465e+00
   444 |  6.5872e-01 |  1.4836e-03 |  1.4836e-03 | -1.0564e+00 |  1.8817e-01 |  1.0000e+00 |  1.0467e+00
   445 |  6.6020e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0470e+00
   446 |  6.6168e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0472e+00
   447 |  6.6317e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0474e+00
   448 |  6.6465e-01 |  1.4836e-03 |  3.9851e-06 |  8.6600e-02 |  1.1303e-02 |  1.0000e+00 |  1.0476e+00
   449 |  6.6613e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0000e+00 |  1.0478e+00
   450 |  6.6762e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0481e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   451 |  6.6910e-01 |  1.4836e-03 |  3.0649e-02 | -3.1423e-03 |  2.2079e-03 |  1.0000e+00 |  1.0483e+00
   452 |  6.7058e-01 |  1.4836e-03 |  4.3318e-02 |  6.0901e-03 |  1.8817e-01 |  1.0000e+00 |  1.0485e+00
   453 |  6.7207e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0487e+00
   454 |  6.7355e-01 |  1.4836e-03 |  1.4836e-03 | -1.0564e+00 |  1.8817e-01 |  1.0000e+00 |  1.0489e+00
   455 |  6.7504e-01 |  1.4836e-03 |  3.0893e-02 | -3.1661e-03 |  2.2166e-03 |  1.0000e+00 |  1.0492e+00
   456 |  6.7652e-01 |  1.4836e-03 |  0.0000e+00 |  5.0930e+00 |  2.4640e-01 |  1.0000e+00 |  1.0494e+00
   457 |  6.7800e-01 |  1.4836e-03 | -1.2908e+01 |  2.6231e-02 |  1.0000e+00 |  1.0000e+00 |  1.0496e+00
   458 |  6.7949e-01 |  1.4836e-03 |  3.1074e-02 | -3.1838e-03 |  2.2229e-03 |  1.0000e+00 |  1.0498e+00
   459 |  6.8097e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0501e+00
   460 |  6.8245e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0503e+00
   461 |  6.8394e-01 |  1.4836e-03 |  3.1254e-02 | -3.2014e-03 |  2.2290e-03 |  1.0000e+00 |  1.0505e+00
   462 |  6.8542e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  1.8970e-02 |  1.0000e+00 |  1.0507e+00
   463 |  6.8690e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0510e+00
   464 |  6.8839e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0512e+00
   465 |  6.8987e-01 |  1.4836e-03 |  3.1494e-02 |  2.2369e-03 | -3.2249e-03 |  1.0000e+00 |  1.0514e+00
   466 |  6.9136e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -9.1864e-03 |  1.0000e+00 |  1.0516e+00
   467 |  6.9284e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0519e+00
   468 |  6.9432e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0000e+00 |  1.0521e+00
   469 |  6.9581e-01 |  1.4836e-03 | -1.2905e+01 |  7.3456e-03 |  1.0000e+00 |  1.0000e+00 |  1.0523e+00
   470 |  6.9729e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -1.5021e-02 |  1.0000e+00 |  1.0526e+00
   471 |  6.9877e-01 |  1.4836e-03 |  0.0000e+00 |  5.0930e+00 |  2.5456e-01 |  1.0000e+00 |  1.0528e+00
   472 |  7.0026e-01 |  1.4836e-03 | -2.4733e-03 | -1.7642e-05 |  2.3948e-03 |  1.0000e+00 |  1.0530e+00
   473 |  7.0174e-01 |  1.4836e-03 |  4.0545e-04 |  3.4144e-03 |  3.4248e-02 |  1.0000e+00 |  1.0533e+00
   474 |  7.0322e-01 |  1.4836e-03 |  4.0559e-04 |  3.4037e-03 | 7.9051e-323 |  1.0000e+00 |  1.0535e+00
   475 |  7.0471e-01 |  1.4836e-03 |  5.9662e-04 | -5.4878e-03 |  2.4509e-03 |  1.0000e+00 |  1.0537e+00
   476 |  7.0619e-01 |  1.4836e-03 |  4.0587e-04 |  3.3733e-03 |  1.0406e-02 |  1.0000e+00 |  1.0540e+00
   477 |  7.0767e-01 |  1.4836e-03 | 3.4376e-312 | 3.6074e-312 | 2.2705e-312 |  1.0000e+00 |  1.0542e+00
   478 |  7.0916e-01 |  1.4836e-03 |  6.6667e-01 |  9.9937e-01 | -2.5959e-03 |  1.0000e+00 |  1.0544e+00
   479 |  7.1064e-01 |  1.4836e-03 |  0.0000e+00 |  5.0930e+00 |  1.4619e+00 |  1.0000e+00 |  1.0547e+00
   480 |  7.1213e-01 |  1.4836e-03 |  4.0641e-04 |  3.3273e-03 | 7.9051e-323 |  1.0000e+00 |  1.0549e+00
   481 |  7.1361e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -2.0172e-02 |  1.0000e+00 |  1.0551e+00
   482 |  7.1509e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -2.1315e-02 |  1.0000e+00 |  1.0554e+00
   483 |  7.1658e-01 |  1.4836e-03 |  4.3485e-04 | -1.4087e-02 | 2.2069e-312 |  1.0000e+00 |  1.0556e+00
   484 |  7.1806e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.1644e-312 |  1.0000e+00 |  1.0559e+00
   485 |  7.1954e-01 |  1.4836e-03 |  4.3568e-04 | -1.4105e-02 | -2.1394e-02 |  1.0000e+00 |  1.0561e+00
   486 |  7.2103e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  1.9149e-02 |  1.0000e+00 |  1.0563e+00
   487 |  7.2251e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0566e+00
   488 |  7.2399e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -1.9067e-01 |  1.0000e+00 |  1.0568e+00
   489 |  7.2548e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0571e+00
   490 |  7.2696e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -5.3602e-01 |  1.0000e+00 |  1.0573e+00
   491 |  7.2845e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0000e+00 |  1.0575e+00
   492 |  7.2993e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  4.4252e-01 |  1.0000e+00 |  1.0578e+00
   493 |  7.3141e-01 |  1.4836e-03 |  1.4836e-03 | -1.0564e+00 |  1.8817e-01 |  1.0000e+00 |  1.0580e+00
   494 |  7.3290e-01 |  1.4836e-03 |  1.0451e-03 |  2.0902e-03 |  1.2839e-03 |  1.0000e+00 |  1.0583e+00
   495 |  7.3438e-01 |  1.4836e-03 |  4.0898e-04 |  3.4616e-03 | 7.9051e-323 |  1.0000e+00 |  1.0585e+00
   496 |  7.3586e-01 |  1.4836e-03 |  4.4098e-04 | -1.4227e-02 | -2.0256e+00 |  1.0000e+00 |  1.0588e+00
   497 |  7.3735e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0000e+00 |  1.0590e+00
   498 |  7.3883e-01 |  1.4836e-03 |  4.0961e-04 |  3.4311e-03 |  3.6132e-02 |  1.0000e+00 |  1.0593e+00
   499 |  7.4031e-01 |  1.4836e-03 |  4.0981e-04 |  3.4176e-03 | 7.9051e-323 |  1.0000e+00 |  1.0595e+00
   500 |  7.4180e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0598e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   501 |  7.4328e-01 |  1.4836e-03 |  4.7385e-02 |  9.3892e-03 | 2.2069e-312 |  1.0000e+00 |  1.0600e+00
   502 |  7.4476e-01 |  1.4836e-03 |  1.4836e-03 | -1.0564e+00 |  1.8817e-01 |  1.0000e+00 |  1.0603e+00
   503 |  7.4625e-01 |  1.4836e-03 |  6.6667e-01 |  1.0000e+00 | -2.5541e-03 |  1.0000e+00 |  1.0605e+00
   504 |  7.4773e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -5.9439e-03 |  1.0000e+00 |  1.0608e+00
   505 |  7.4922e-01 |  1.4836e-03 |  4.1079e-04 |  3.3454e-03 | 2.2069e-312 |  1.0000e+00 |  1.0610e+00
   506 |  7.5070e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0613e+00
   507 |  7.5218e-01 |  1.4836e-03 |  3.8539e-06 |  8.4707e-02 | 2.2069e-312 |  1.0000e+00 |  1.0615e+00
   508 |  7.5367e-01 |  1.4836e-03 |  3.4103e-02 |  2.3161e-03 | -3.4741e-03 |  1.0000e+00 |  1.0618e+00
   509 |  7.5515e-01 |  1.4836e-03 |  3.4165e-02 | -3.4799e-03 |  2.3178e-03 |  1.0000e+00 |  1.0620e+00
   510 |  7.5663e-01 |  1.4836e-03 |  4.5537e-02 |  7.2623e-03 |  2.7821e-02 |  1.0000e+00 |  1.0623e+00
   511 |  7.5812e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  4.5383e-01 |  1.0000e+00 |  1.0625e+00
   512 |  7.5960e-01 |  1.4836e-03 |  4.5624e-02 |  7.3054e-03 | 2.2705e-312 |  1.0000e+00 |  1.0628e+00
   513 |  7.6108e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0000e+00 |  1.0630e+00
   514 |  7.6257e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  1.9811e-02 |  1.0000e+00 |  1.0633e+00
   515 |  7.6405e-01 |  1.4836e-03 |  4.1156e-04 |  3.3328e-03 |  1.8896e-01 |  1.0000e+00 |  1.0635e+00
   516 |  7.6554e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.1644e-312 |  1.0000e+00 |  1.0638e+00
   517 |  7.6702e-01 |  1.4836e-03 |  1.4836e-03 | -1.0564e+00 |  1.8817e-01 |  1.0000e+00 |  1.0641e+00
   518 |  7.6850e-01 |  1.4836e-03 | 2.1220e-313 | 5.7294e-313 | 2.2069e-312 |  1.0000e+00 |  1.0643e+00
   519 |  7.6999e-01 |  1.4836e-03 | -3.7041e-02 |  3.2088e-03 | -4.5967e-03 |  1.0000e+00 |  1.0646e+00
   520 |  7.7147e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0000e+00 |  1.0648e+00
   521 |  7.7295e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -1.7502e-02 |  1.0000e+00 |  1.0651e+00
   522 |  7.7444e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0000e+00 |  1.0654e+00
   523 |  7.7592e-01 |  1.4836e-03 |  3.9748e-06 | -9.9255e-02 |  2.8243e-01 |  1.0000e+00 |  1.0656e+00
   524 |  7.7740e-01 |  1.4836e-03 |  4.6165e-02 |  7.5170e-03 | 7.9051e-323 |  1.0000e+00 |  1.0659e+00
   525 |  7.7889e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0661e+00
   526 |  7.8037e-01 |  1.4836e-03 |  4.8830e-02 |  9.9973e-03 | -3.7535e-02 |  1.0001e+00 |  1.0664e+00
   527 |  7.8185e-01 |  1.4836e-03 | -1.2906e+01 |  9.4690e-03 |  1.0000e+00 |  1.0001e+00 |  1.0667e+00
   528 |  7.8334e-01 |  1.4836e-03 |  4.5310e-04 | -1.4735e-02 | 7.9051e-323 |  1.0001e+00 |  1.0669e+00
   529 |  7.8482e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0672e+00
   530 |  7.8631e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -1.9791e-01 |  1.0001e+00 |  1.0675e+00
   531 |  7.8779e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0677e+00
   532 |  7.8927e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0680e+00
   533 |  7.9076e-01 |  1.4836e-03 |  6.7629e-04 |  2.0041e-02 | 7.9051e-323 |  1.0001e+00 |  1.0683e+00
   534 |  7.9224e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.2493e-312 |  1.0001e+00 |  1.0685e+00
   535 |  7.9372e-01 |  1.4836e-03 |  6.7934e-04 |  2.0121e-02 | -3.8170e-02 |  1.0001e+00 |  1.0688e+00
   536 |  7.9521e-01 |  1.4836e-03 |  4.6736e-02 |  7.7057e-03 | -3.6492e-05 |  1.0001e+00 |  1.0691e+00
   537 |  7.9669e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0693e+00
   538 |  7.9817e-01 |  1.4836e-03 |  6.6667e-01 |  9.9922e-01 | -3.9399e-03 |  1.0001e+00 |  1.0696e+00
   539 |  7.9966e-01 |  1.4836e-03 |  6.8548e-04 | -5.3939e-03 |  1.8397e-02 |  1.0001e+00 |  1.0699e+00
   540 |  8.0114e-01 |  1.4836e-03 |  6.6667e-01 |  1.0001e+00 | -2.8802e-03 |  1.0001e+00 |  1.0701e+00
   541 |  8.0263e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0704e+00
   542 |  8.0411e-01 |  1.4836e-03 |  4.5978e-04 | -1.5083e-02 | 7.9051e-323 |  1.0001e+00 |  1.0707e+00
   543 |  8.0559e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0710e+00
   544 |  8.0708e-01 |  1.4836e-03 |  6.6667e-01 |  1.0000e+00 |  3.9629e-02 |  1.0001e+00 |  1.0712e+00
   545 |  8.0856e-01 |  1.4836e-03 |  6.9497e-04 |  2.0510e-02 | -8.0329e-03 |  1.0001e+00 |  1.0715e+00
   546 |  8.1004e-01 |  1.4836e-03 |  6.9660e-04 | -5.4051e-03 |  3.3353e-03 |  1.0001e+00 |  1.0718e+00
   547 |  8.1153e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0721e+00
   548 |  8.1301e-01 |  1.4836e-03 |  4.1444e-06 |  8.2928e-02 | 7.9051e-323 |  1.0001e+00 |  1.0723e+00
   549 |  8.1449e-01 |  1.4836e-03 |  1.4836e-03 | -1.0564e+00 |  1.8817e-01 |  1.0001e+00 |  1.0726e+00
   550 |  8.1598e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0729e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   551 |  8.1746e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0732e+00
   552 |  8.1895e-01 |  1.4836e-03 | -1.2909e+01 |  9.3805e-01 |  1.0000e+00 |  1.0001e+00 |  1.0734e+00
   553 |  8.2043e-01 |  1.4836e-03 |  4.7596e-02 |  8.1467e-03 | -2.1396e-02 |  1.0001e+00 |  1.0737e+00
   554 |  8.2191e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -2.0581e-02 |  1.0001e+00 |  1.0740e+00
   555 |  8.2340e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0743e+00
   556 |  8.2488e-01 |  1.4836e-03 |  6.6667e-01 |  1.0000e+00 |  4.0560e-02 |  1.0001e+00 |  1.0746e+00
   557 |  8.2636e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0748e+00
   558 |  8.2785e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.2705e-312 |  1.0001e+00 |  1.0751e+00
   559 |  8.2933e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0754e+00
   560 |  8.3081e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0757e+00
   561 |  8.3230e-01 |  1.4836e-03 |  5.1130e-02 |  1.0905e-02 | 2.2069e-312 |  1.0001e+00 |  1.0760e+00
   562 |  8.3378e-01 |  1.4836e-03 | -9.1513e-03 | -8.5428e-03 | -2.7250e-04 |  1.0001e+00 |  1.0763e+00
   563 |  8.3526e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  1.9631e-01 |  1.0001e+00 |  1.0765e+00
   564 |  8.3675e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.1644e-312 |  1.0001e+00 |  1.0768e+00
   565 |  8.3823e-01 |  1.4836e-03 |  4.8246e-02 |  8.4136e-03 | -2.1726e-02 |  1.0001e+00 |  1.0771e+00
   566 |  8.3972e-01 |  1.4836e-03 |  7.3043e-04 | -5.1153e-03 | 7.9051e-323 |  1.0001e+00 |  1.0774e+00
   567 |  8.4120e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0777e+00
   568 |  8.4268e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0780e+00
   569 |  8.4417e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0783e+00
   570 |  8.4565e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -2.0508e-02 |  1.0001e+00 |  1.0785e+00
   571 |  8.4713e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0788e+00
   572 |  8.4862e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  1.9775e-01 |  1.0001e+00 |  1.0791e+00
   573 |  8.5010e-01 |  1.4836e-03 |  7.4259e-04 | -5.1081e-03 | 2.2069e-312 |  1.0001e+00 |  1.0794e+00
   574 |  8.5158e-01 |  1.4836e-03 |  4.1747e-06 | -9.8701e-02 |  1.0000e+00 |  1.0001e+00 |  1.0797e+00
   575 |  8.5307e-01 |  1.4836e-03 | -1.2880e+01 | -1.0140e-01 |  1.0000e+00 |  1.0001e+00 |  1.0800e+00
   576 |  8.5455e-01 |  1.4836e-03 |  6.6667e-01 |  1.0001e+00 | -3.2368e-03 |  1.0001e+00 |  1.0803e+00
   577 |  8.5604e-01 |  1.4836e-03 |  6.6667e-01 |  1.0002e+00 | -4.1163e-02 |  1.0001e+00 |  1.0806e+00
   578 |  8.5752e-01 |  1.4836e-03 |  3.8167e-02 | -3.8448e-03 |  2.3933e-03 |  1.0001e+00 |  1.0809e+00
   579 |  8.5900e-01 |  1.4836e-03 | 2.1220e-313 | 5.7294e-313 | 2.2069e-312 |  1.0001e+00 |  1.0812e+00
   580 |  8.6049e-01 |  1.4836e-03 | -1.2907e+01 | -9.6151e-01 |  1.0000e+00 |  1.0001e+00 |  1.0815e+00
   581 |  8.6197e-01 |  1.4836e-03 | -1.2909e+01 |  3.1100e-02 |  1.0000e+00 |  1.0001e+00 |  1.0818e+00
   582 |  8.6345e-01 |  1.4836e-03 | 3.4376e-312 | 3.6074e-312 | 2.2705e-312 |  1.0001e+00 |  1.0821e+00
   583 |  8.6494e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  1.9957e-01 |  1.0001e+00 |  1.0824e+00
   584 |  8.6642e-01 |  1.4836e-03 | -5.0605e-03 |  4.8451e-03 | -5.6631e-05 |  1.0001e+00 |  1.0827e+00
   585 |  8.6791e-01 |  1.4836e-03 |  4.8253e-04 | -1.5160e-02 | 2.2069e-312 |  1.0001e+00 |  1.0829e+00
   586 |  8.6939e-01 |  1.4836e-03 | 3.3528e-312 | 3.5225e-312 | 2.1644e-312 |  1.0001e+00 |  1.0832e+00
   587 |  8.7087e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0835e+00
   588 |  8.7236e-01 |  1.4836e-03 |  7.7080e-04 |  2.1309e-02 | -3.3655e-03 |  1.0001e+00 |  1.0838e+00
   589 |  8.7384e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0841e+00
   590 |  8.7532e-01 |  1.4836e-03 |  4.2581e-06 |  8.1359e-02 | -2.1170e+00 |  1.0001e+00 |  1.0844e+00
   591 |  8.7681e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0847e+00
   592 |  8.7829e-01 |  1.4836e-03 | -1.2907e+01 | -9.6019e-01 |  1.0000e+00 |  1.0001e+00 |  1.0850e+00
   593 |  8.7977e-01 |  1.4836e-03 | -1.2880e+01 |  6.1421e-02 |  1.0000e+00 |  1.0001e+00 |  1.0854e+00
   594 |  8.8126e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  3.5227e-01 |  1.0001e+00 |  1.0857e+00
   595 |  8.8274e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -2.0354e-02 |  1.0001e+00 |  1.0860e+00
   596 |  8.8423e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  2.0186e-01 |  1.0001e+00 |  1.0863e+00
   597 |  8.8571e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0866e+00
   598 |  8.8719e-01 |  1.4836e-03 |  7.8998e-04 | -5.0928e-03 | 2.2069e-312 |  1.0001e+00 |  1.0869e+00
   599 |  8.8868e-01 |  1.4836e-03 | -0.0000e+00 |  5.0930e+00 | -2.0308e-02 |  1.0001e+00 |  1.0872e+00
   600 |  8.9016e-01 |  1.4836e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0875e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   601 |  8.9164e-01 |  1.4837e-03 |  5.0401e-02 |  9.1900e-03 | -5.0981e-01 |  1.0001e+00 |  1.0878e+00
   602 |  8.9313e-01 |  1.4837e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0881e+00
   603 |  8.9461e-01 |  1.4837e-03 | 3.2679e-312 | 3.4376e-312 | 2.1644e-312 |  1.0001e+00 |  1.0884e+00
   604 |  8.9609e-01 |  1.4837e-03 |  4.2726e-06 | -9.8375e-02 | 2.2705e-312 |  1.0001e+00 |  1.0887e+00
   605 |  8.9758e-01 |  1.4837e-03 |  8.0405e-04 | -5.0023e-03 | -3.4019e-04 |  1.0001e+00 |  1.0890e+00
   606 |  8.9906e-01 |  1.4837e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0893e+00
   607 |  9.0055e-01 |  1.4837e-03 |  0.0000e+00 |  5.0930e+00 |  2.1099e-01 |  1.0001e+00 |  1.0897e+00
   608 |  9.0203e-01 |  1.4837e-03 |  0.0000e+00 |  5.0930e+00 |  7.0531e-01 |  1.0001e+00 |  1.0900e+00
   609 |  9.0351e-01 |  1.4837e-03 | 3.9525e-323 | 7.9051e-323 | 7.9051e-323 |  1.0001e+00 |  1.0903e+00
