epsilon = 1.0e-10
cc -O3 -Wall -Werror -std=c99 -I/home/akshays/Codes/SuperLU_5.2.1/include -shared -fPIC -lm -lblas -L/home/akshays/Codes/SuperLU_5.2.1/lib -lsuperlu ./superlu_util.c -o /tmp/lua_lI8yNA.so
[0 - 7f88a92c7780] {4}{threads}: reservation ('CPU proc 1d0000000000000a') cannot be satisfied
======================= Problem parameters ======================
           Nx, Ny, Nz           = 64, 64, 64
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.098175, 0.098175, 0.098175
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.600000
           prow, pcol           = 4, 4
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
  2083 |  3.0820e+00 |  1.4695e-03 |  6.2332e-03 |  1.2450e-02 |  9.6245e-04 |  9.9830e-01
  2084 |  3.0835e+00 |  1.4695e-03 |  2.5381e-02 |  5.0733e-02 |  3.2793e-02 |  9.9829e-01
  2085 |  3.0850e+00 |  1.4695e-03 |  4.9769e-03 |  9.9356e-03 |  9.0660e-04 |  9.9828e-01
  2086 |  3.0864e+00 |  1.4695e-03 |  6.2635e-03 |  1.2510e-02 |  9.6977e-04 |  9.9827e-01
  2087 |  3.0879e+00 |  1.4694e-03 |  6.6667e-01 |  1.0014e+00 | -3.1260e-02 |  9.9825e-01
  2088 |  3.0894e+00 |  1.4694e-03 |  3.6340e-01 |  7.2676e-01 |  7.7777e-04 |  9.9824e-01
  2089 |  3.0908e+00 |  1.4694e-03 |  1.8552e-02 |  3.7066e-02 |  3.8430e-04 |  9.9823e-01
  2090 |  3.0923e+00 |  1.4694e-03 |  3.6316e-01 |  7.2630e-01 |  7.7242e-04 |  9.9822e-01
  2091 |  3.0938e+00 |  1.4694e-03 |  3.8749e-01 |  7.7511e-01 |  8.7875e-04 |  9.9821e-01
  2092 |  3.0952e+00 |  1.4694e-03 |  3.6299e-01 |  7.2597e-01 |  7.5975e-04 |  9.9820e-01
  2093 |  3.0967e+00 |  1.4694e-03 |  3.0784e-02 |  6.1528e-02 |  4.2517e-02 |  9.9819e-01
  2094 |  3.0982e+00 |  1.4694e-03 |  1.4694e-03 | -1.0564e+00 |  1.8817e-01 |  9.9818e-01
  2095 |  3.0996e+00 |  1.4694e-03 |  2.6606e-02 |  5.3182e-02 |  3.3955e-02 |  9.9817e-01
  2096 |  3.1011e+00 |  1.4694e-03 |  3.8697e-01 |  7.7403e-01 |  8.8397e-04 |  9.9816e-01
  2097 |  3.1026e+00 |  1.4694e-03 |  5.0192e-03 |  1.0020e-02 |  8.9416e-04 |  9.9815e-01
  2098 |  3.1041e+00 |  1.4694e-03 |  4.9806e-03 |  9.9431e-03 |  8.3760e-04 |  9.9814e-01
  2099 |  3.1055e+00 |  1.4693e-03 |  4.9779e-03 |  9.9377e-03 |  8.4125e-04 |  9.9813e-01
  2100 |  3.1070e+00 |  1.4693e-03 |  6.6667e-01 |  9.9993e-01 | -2.9997e-02 |  9.9812e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  2101 |  3.1085e+00 |  1.4693e-03 |  4.9715e-03 |  9.9250e-03 |  8.4899e-04 |  9.9811e-01
  2102 |  3.1099e+00 |  1.4693e-03 |  3.8626e-01 |  7.7258e-01 |  9.0545e-04 |  9.9810e-01
  2103 |  3.1114e+00 |  1.4693e-03 |  4.9715e-03 |  9.9250e-03 |  8.5213e-04 |  9.9809e-01
  2104 |  3.1129e+00 |  1.4693e-03 |  1.4693e-03 | -1.0564e+00 |  1.8817e-01 |  9.9807e-01
  2105 |  3.1143e+00 |  1.4693e-03 |  3.8580e-01 |  7.7171e-01 |  9.1050e-04 |  9.9806e-01
  2106 |  3.1158e+00 |  1.4693e-03 |  3.8578e-01 |  7.7168e-01 |  9.1096e-04 |  9.9805e-01
  2107 |  3.1173e+00 |  1.4693e-03 |  3.8575e-01 |  7.7161e-01 |  9.1149e-04 |  9.9804e-01
  2108 |  3.1187e+00 |  1.4693e-03 |  3.8261e-01 |  7.6531e-01 |  7.9848e-04 |  9.9803e-01
  2109 |  3.1202e+00 |  1.4692e-03 |  4.9862e-03 |  9.9540e-03 |  8.1639e-04 |  9.9802e-01
  2110 |  3.1217e+00 |  1.4692e-03 |  1.8135e-02 |  3.6235e-02 |  4.4179e-04 |  9.9801e-01
  2111 |  3.1232e+00 |  1.4692e-03 |  5.0700e-03 |  1.0121e-02 |  8.5423e-04 |  9.9800e-01
  2112 |  3.1246e+00 |  1.4692e-03 |  3.8488e-01 |  7.6983e-01 |  9.0384e-04 |  9.9799e-01
  2113 |  3.1261e+00 |  1.4692e-03 |  6.6667e-01 |  1.0019e+00 | -2.9217e-02 |  9.9798e-01
  2114 |  3.1276e+00 |  1.4692e-03 |  6.8442e-03 |  1.3672e-02 |  1.0557e-03 |  9.9796e-01
  2115 |  3.1290e+00 |  1.4692e-03 |  4.9673e-03 |  9.9168e-03 |  8.1375e-04 |  9.9795e-01
  2116 |  3.1305e+00 |  1.4691e-03 |  6.6667e-01 |  1.0018e+00 | -2.9083e-02 |  9.9794e-01
  2117 |  3.1320e+00 |  1.4691e-03 |  4.9558e-03 |  9.8941e-03 |  8.1204e-04 |  9.9793e-01
  2118 |  3.1334e+00 |  1.4691e-03 |  2.7861e-02 |  5.5684e-02 |  3.7374e-02 |  9.9792e-01
  2119 |  3.1349e+00 |  1.4691e-03 |  3.6005e-01 |  7.2008e-01 |  7.5748e-04 |  9.9791e-01
  2120 |  3.1364e+00 |  1.4691e-03 |  1.8218e-02 |  3.6403e-02 |  4.3236e-04 |  9.9790e-01
  2121 |  3.1378e+00 |  1.4691e-03 |  3.6443e-02 |  7.2827e-02 |  4.8504e-02 |  9.9788e-01
  2122 |  3.1393e+00 |  1.4691e-03 |  3.8400e-01 |  7.6808e-01 |  8.8907e-04 |  9.9787e-01
  2123 |  3.1408e+00 |  1.4691e-03 |  2.8682e-02 |  5.7330e-02 |  3.8630e-02 |  9.9786e-01
  2124 |  3.1423e+00 |  1.4691e-03 |  3.5969e-01 |  7.1930e-01 |  7.3363e-04 |  9.9785e-01
  2125 |  3.1437e+00 |  1.4691e-03 |  6.6667e-01 |  1.0000e+00 | -3.1463e-02 |  9.9784e-01
  2126 |  3.1452e+00 |  1.4691e-03 |  3.8363e-01 |  7.6732e-01 |  9.1982e-04 |  9.9783e-01
  2127 |  3.1467e+00 |  1.4691e-03 |  3.8343e-01 |  7.6692e-01 |  9.2772e-04 |  9.9782e-01
  2128 |  3.1481e+00 |  1.4691e-03 |  3.5939e-01 |  7.1877e-01 |  9.9920e-04 |  9.9780e-01
  2129 |  3.1496e+00 |  1.4690e-03 |  5.0483e-03 |  1.0078e-02 |  7.9510e-04 |  9.9779e-01
  2130 |  3.1511e+00 |  1.4690e-03 |  6.6667e-01 |  1.0009e+00 |  2.1300e-02 |  9.9778e-01
  2131 |  3.1525e+00 |  1.4690e-03 |  6.6667e-01 |  1.0009e+00 |  2.1383e-02 |  9.9777e-01
  2132 |  3.1540e+00 |  1.4690e-03 |  3.8235e-01 |  7.6474e-01 |  9.2584e-04 |  9.9776e-01
  2133 |  3.1555e+00 |  1.4690e-03 |  1.4690e-03 | -1.0564e+00 |  1.8817e-01 |  9.9774e-01
  2134 |  3.1569e+00 |  1.4690e-03 |  5.2447e-03 |  1.0470e-02 |  7.8242e-04 |  9.9773e-01
  2135 |  3.1584e+00 |  1.4690e-03 |  6.6667e-01 |  1.0018e+00 | -2.8818e-02 |  9.9772e-01
  2136 |  3.1599e+00 |  1.4690e-03 |  3.2380e-02 |  6.4710e-02 |  4.1432e-02 |  9.9771e-01
  2137 |  3.1613e+00 |  1.4690e-03 |  3.8202e-01 |  7.6412e-01 |  8.9490e-04 |  9.9770e-01
  2138 |  3.1628e+00 |  1.4690e-03 |  3.8169e-01 |  7.6347e-01 |  8.9521e-04 |  9.9768e-01
  2139 |  3.1643e+00 |  1.4690e-03 |  4.9406e-03 |  9.8640e-03 |  7.5157e-04 |  9.9767e-01
  2140 |  3.1658e+00 |  1.4690e-03 |  3.3923e-02 |  6.7795e-02 |  4.2404e-02 |  9.9766e-01
  2141 |  3.1672e+00 |  1.4690e-03 |  5.1785e-03 |  1.0339e-02 |  7.7373e-04 |  9.9765e-01
  2142 |  3.1687e+00 |  1.4690e-03 |  5.0720e-03 |  1.0126e-02 |  8.0072e-04 |  9.9764e-01
  2143 |  3.1702e+00 |  1.4690e-03 |  6.6667e-01 |  1.0001e+00 | -2.6784e-02 |  9.9762e-01
  2144 |  3.1716e+00 |  1.4690e-03 |  5.0453e-03 |  1.0073e-02 |  7.7223e-04 |  9.9761e-01
  2145 |  3.1731e+00 |  1.4690e-03 |  3.8019e-01 |  7.6043e-01 |  8.7203e-04 |  9.9760e-01
  2146 |  3.1746e+00 |  1.4690e-03 |  5.0356e-03 |  1.0054e-02 |  7.6121e-04 |  9.9759e-01
  2147 |  3.1760e+00 |  1.4690e-03 |  3.7987e-01 |  7.5974e-01 |  8.6672e-04 |  9.9757e-01
  2148 |  3.1775e+00 |  1.4690e-03 |  3.7974e-01 |  7.5947e-01 |  8.6595e-04 |  9.9756e-01
  2149 |  3.1790e+00 |  1.4689e-03 |  6.6667e-01 |  1.0000e+00 | -2.9431e-02 |  9.9755e-01
  2150 |  3.1804e+00 |  1.4689e-03 |  3.1600e-02 |  6.3156e-02 |  4.3319e-02 |  9.9754e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  2151 |  3.1819e+00 |  1.4689e-03 |  1.8627e-02 |  3.7219e-02 |  5.9241e-04 |  9.9752e-01
  2152 |  3.1834e+00 |  1.4689e-03 |  6.6667e-01 |  1.0000e+00 | -2.6735e-02 |  9.9751e-01
  2153 |  3.1849e+00 |  1.4689e-03 |  6.6667e-01 |  1.0017e+00 | -2.8224e-02 |  9.9750e-01
  2154 |  3.1863e+00 |  1.4689e-03 |  6.6667e-01 |  1.0017e+00 | -2.8162e-02 |  9.9749e-01
  2155 |  3.1878e+00 |  1.4689e-03 |  3.7917e-01 |  7.5838e-01 |  8.7315e-04 |  9.9747e-01
  2156 |  3.1893e+00 |  1.4689e-03 |  7.5834e-03 |  1.5145e-02 |  1.1571e-03 |  9.9746e-01
  2157 |  3.1907e+00 |  1.4689e-03 |  6.6667e-01 |  9.9994e-01 | -2.9604e-02 |  9.9745e-01
  2158 |  3.1922e+00 |  1.4689e-03 |  3.5441e-01 |  7.0880e-01 |  9.9431e-04 |  9.9743e-01
  2159 |  3.1937e+00 |  1.4689e-03 |  3.7827e-01 |  7.5660e-01 |  8.7468e-04 |  9.9742e-01
  2160 |  3.1951e+00 |  1.4689e-03 |  6.3724e-03 |  1.2728e-02 |  1.5378e-03 |  9.9741e-01
  2161 |  3.1966e+00 |  1.4689e-03 |  3.7815e-01 |  7.5634e-01 |  8.7049e-04 |  9.9740e-01
  2162 |  3.1981e+00 |  1.4689e-03 |  3.7807e-01 |  7.5614e-01 |  8.6825e-04 |  9.9738e-01
  2163 |  3.1995e+00 |  1.4689e-03 |  6.6667e-01 |  1.0011e+00 |  2.4553e-01 |  9.9737e-01
  2164 |  3.2010e+00 |  1.4689e-03 |  3.5562e-01 |  7.1120e-01 |  6.8044e-04 |  9.9736e-01
  2165 |  3.2025e+00 |  1.4689e-03 |  3.7755e-01 |  7.5508e-01 |  8.6524e-04 |  9.9734e-01
  2166 |  3.2039e+00 |  1.4689e-03 |  3.5290e-01 |  7.0578e-01 |  9.7936e-04 |  9.9733e-01
  2167 |  3.2054e+00 |  1.4689e-03 |  3.7716e-01 |  7.5430e-01 |  8.6522e-04 |  9.9732e-01
  2168 |  3.2069e+00 |  1.4689e-03 |  3.7714e-01 |  7.5427e-01 |  8.6839e-04 |  9.9730e-01
  2169 |  3.2084e+00 |  1.4689e-03 |  5.1536e-03 |  1.0288e-02 |  7.8868e-04 |  9.9729e-01
  2170 |  3.2098e+00 |  1.4689e-03 |  1.4689e-03 | -1.0564e+00 |  1.8817e-01 |  9.9728e-01
  2171 |  3.2113e+00 |  1.4689e-03 |  3.5221e-01 |  7.0439e-01 |  9.6909e-04 |  9.9726e-01
  2172 |  3.2128e+00 |  1.4689e-03 |  6.6667e-01 |  1.0009e+00 |  2.5763e-02 |  9.9725e-01
  2173 |  3.2142e+00 |  1.4689e-03 |  3.4441e-02 |  6.8831e-02 |  4.7597e-02 |  9.9724e-01
  2174 |  3.2157e+00 |  1.4689e-03 |  3.7652e-01 |  7.5308e-01 |  8.7199e-04 |  9.9722e-01
  2175 |  3.2172e+00 |  1.4688e-03 |  3.4539e-02 |  6.9025e-02 |  4.7722e-02 |  9.9721e-01
  2176 |  3.2186e+00 |  1.4688e-03 |  3.9649e-02 |  7.9228e-02 |  4.9831e-02 |  9.9720e-01
  2177 |  3.2201e+00 |  1.4688e-03 |  1.4688e-03 | -1.0564e+00 |  1.8817e-01 |  9.9718e-01
  2178 |  3.2216e+00 |  1.4688e-03 |  5.1205e-03 |  1.0223e-02 |  6.5945e-04 |  9.9717e-01
  2179 |  3.2230e+00 |  1.4688e-03 |  3.7540e-01 |  7.5085e-01 |  8.4946e-04 |  9.9716e-01
  2180 |  3.2245e+00 |  1.4687e-03 |  3.7532e-01 |  7.5069e-01 |  8.4629e-04 |  9.9714e-01
  2181 |  3.2260e+00 |  1.4687e-03 |  1.4687e-03 | -1.0564e+00 |  1.8817e-01 |  9.9713e-01
  2182 |  3.2275e+00 |  1.4687e-03 |  7.7303e-03 |  1.5440e-02 |  1.2389e-03 |  9.9711e-01
  2183 |  3.2289e+00 |  1.4687e-03 |  3.7513e-01 |  7.5027e-01 |  8.4306e-04 |  9.9710e-01
  2184 |  3.2304e+00 |  1.4687e-03 | 3.4376e-312 | 3.6074e-312 | 2.2705e-312 |  9.9709e-01
  2185 |  3.2319e+00 |  1.4687e-03 |  3.7487e-01 |  7.4973e-01 |  8.5473e-04 |  9.9707e-01
  2186 |  3.2333e+00 |  1.4687e-03 |  6.6667e-01 |  1.0017e+00 | -2.5716e-02 |  9.9706e-01
  2187 |  3.2348e+00 |  1.4687e-03 |  6.6667e-01 |  1.0018e+00 | -2.6859e-02 |  9.9705e-01
  2188 |  3.2363e+00 |  1.4687e-03 |  3.7398e-01 |  7.4798e-01 |  8.7355e-04 |  9.9703e-01
  2189 |  3.2377e+00 |  1.4687e-03 |  1.4687e-03 | -1.0564e+00 |  1.8817e-01 |  9.9702e-01
  2190 |  3.2392e+00 |  1.4687e-03 |  6.1324e-02 |  1.2252e-01 |  6.7565e-02 |  9.9700e-01
  2191 |  3.2407e+00 |  1.4687e-03 |  3.7313e-01 |  7.4628e-01 |  8.7532e-04 |  9.9699e-01
  2192 |  3.2421e+00 |  1.4687e-03 |  3.7311e-01 |  7.4623e-01 |  8.7306e-04 |  9.9698e-01
  2193 |  3.2436e+00 |  1.4687e-03 |  3.6745e-01 |  7.3487e-01 |  8.6489e-04 |  9.9696e-01
  2194 |  3.2451e+00 |  1.4686e-03 |  6.6667e-01 |  1.0008e+00 |  2.2331e-01 |  9.9695e-01
  2195 |  3.2465e+00 |  1.4686e-03 |  2.0115e-02 |  4.0199e-02 |  6.9763e-04 |  9.9693e-01
  2196 |  3.2480e+00 |  1.4686e-03 |  1.4686e-03 | -1.0564e+00 |  1.8817e-01 |  9.9692e-01
  2197 |  3.2495e+00 |  1.4686e-03 |  3.5248e-01 |  7.0485e-01 |  6.8695e-04 |  9.9690e-01
  2198 |  3.2509e+00 |  1.4686e-03 |  6.6667e-01 |  1.0001e+00 | -2.9901e-02 |  9.9689e-01
  2199 |  3.2524e+00 |  1.4686e-03 |  3.7251e-01 |  7.4500e-01 |  8.5873e-04 |  9.9688e-01
  2200 |  3.2539e+00 |  1.4686e-03 |  3.7247e-01 |  7.4494e-01 |  8.5955e-04 |  9.9686e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  2201 |  3.2554e+00 |  1.4686e-03 |  1.4686e-03 | -1.0564e+00 |  1.8817e-01 |  9.9685e-01
  2202 |  3.2568e+00 |  1.4686e-03 |  5.1885e-03 |  1.0359e-02 |  6.9574e-04 |  9.9683e-01
  2203 |  3.2583e+00 |  1.4686e-03 |  3.7203e-01 |  7.4405e-01 |  8.6310e-04 |  9.9682e-01
  2204 |  3.2598e+00 |  1.4686e-03 |  3.7182e-01 |  7.4363e-01 |  8.6347e-04 |  9.9680e-01
  2205 |  3.2612e+00 |  1.4686e-03 |  3.7162e-01 |  7.4323e-01 |  8.6280e-04 |  9.9679e-01
  2206 |  3.2627e+00 |  1.4686e-03 |  6.6667e-01 |  1.0000e+00 | -2.9346e-02 |  9.9678e-01
  2207 |  3.2642e+00 |  1.4686e-03 |  5.1799e-03 |  1.0341e-02 |  6.8199e-04 |  9.9676e-01
  2208 |  3.2656e+00 |  1.4686e-03 |  3.7101e-01 |  7.4200e-01 |  8.5556e-04 |  9.9675e-01
  2209 |  3.2671e+00 |  1.4685e-03 |  3.5090e-01 |  7.0173e-01 |  6.5675e-04 |  9.9673e-01
  2210 |  3.2686e+00 |  1.4685e-03 |  3.6370e-01 |  7.2735e-01 |  8.8260e-04 |  9.9672e-01
  2211 |  3.2700e+00 |  1.4685e-03 |  4.7263e-02 |  9.4427e-02 |  5.9264e-02 |  9.9670e-01
  2212 |  3.2715e+00 |  1.4685e-03 |  6.6667e-01 |  1.0001e+00 | -2.9086e-02 |  9.9669e-01
  2213 |  3.2730e+00 |  1.4685e-03 |  3.5069e-01 |  7.0127e-01 |  6.4875e-04 |  9.9667e-01
  2214 |  3.2744e+00 |  1.4685e-03 |  3.8190e-02 |  7.6296e-02 |  5.1972e-02 |  9.9666e-01
  2215 |  3.2759e+00 |  1.4685e-03 |  6.6667e-01 |  1.0002e+00 | -2.5523e-02 |  9.9664e-01
  2216 |  3.2774e+00 |  1.4685e-03 |  4.5110e-02 |  9.0105e-02 |  5.8485e-02 |  9.9663e-01
  2217 |  3.2789e+00 |  1.4684e-03 |  5.1955e-03 |  1.0373e-02 |  7.0984e-04 |  9.9661e-01
  2218 |  3.2803e+00 |  1.4684e-03 |  3.7007e-01 |  7.4012e-01 |  8.4192e-04 |  9.9660e-01
  2219 |  3.2818e+00 |  1.4684e-03 |  3.6994e-01 |  7.3987e-01 |  8.3786e-04 |  9.9658e-01
  2220 |  3.2833e+00 |  1.4684e-03 |  3.5047e-01 |  7.0085e-01 |  6.6062e-04 |  9.9657e-01
  2221 |  3.2847e+00 |  1.4684e-03 |  7.1673e-02 |  1.4316e-01 |  7.9753e-02 |  9.9655e-01
  2222 |  3.2862e+00 |  1.4684e-03 |  3.5029e-01 |  7.0049e-01 |  6.5795e-04 |  9.9654e-01
  2223 |  3.2877e+00 |  1.4684e-03 |  3.4406e-01 |  6.8805e-01 |  9.1798e-04 |  9.9652e-01
  2224 |  3.2891e+00 |  1.4684e-03 |  7.9467e-03 |  1.5872e-02 |  1.1884e-03 |  9.9651e-01
  2225 |  3.2906e+00 |  1.4683e-03 |  7.9473e-03 |  1.5873e-02 |  1.1797e-03 |  9.9649e-01
  2226 |  3.2921e+00 |  1.4683e-03 |  3.9495e-02 |  7.8898e-02 |  5.3016e-02 |  9.9648e-01
  2227 |  3.2935e+00 |  1.4683e-03 |  5.2689e-03 |  1.0519e-02 |  6.4457e-04 |  9.9646e-01
  2228 |  3.2950e+00 |  1.4683e-03 |  3.9705e-02 |  7.9320e-02 |  5.3420e-02 |  9.9645e-01
  2229 |  3.2965e+00 |  1.4683e-03 |  6.6667e-01 |  1.0018e+00 | -2.5513e-02 |  9.9643e-01
  2230 |  3.2979e+00 |  1.4683e-03 |  6.6667e-01 |  1.0018e+00 | -2.5630e-02 |  9.9642e-01
  2231 |  3.2994e+00 |  1.4682e-03 |  6.6667e-01 |  1.0002e+00 | -2.5252e-02 |  9.9640e-01
  2232 |  3.3009e+00 |  1.4682e-03 |  6.6667e-01 |  1.0011e+00 |  2.3294e-01 |  9.9639e-01
  2233 |  3.3023e+00 |  1.4682e-03 |  1.4682e-03 | -1.0564e+00 |  1.8817e-01 |  9.9637e-01
  2234 |  3.3038e+00 |  1.4682e-03 |  6.6667e-01 |  1.0001e+00 | -2.9691e-02 |  9.9635e-01
  2235 |  3.3053e+00 |  1.4682e-03 |  6.6667e-01 |  1.0000e+00 | -2.8601e-02 |  9.9634e-01
  2236 |  3.3067e+00 |  1.4682e-03 |  2.0868e-02 |  4.1705e-02 |  1.0007e-03 |  9.9632e-01
  2237 |  3.3082e+00 |  1.4682e-03 |  5.1911e-03 |  1.0365e-02 |  6.0024e-04 |  9.9631e-01
  2238 |  3.3097e+00 |  1.4681e-03 |  8.0821e-03 |  1.6141e-02 |  1.0389e-03 |  9.9629e-01
  2239 |  3.3112e+00 |  1.4681e-03 |  3.4974e-01 |  6.9937e-01 |  6.1797e-04 |  9.9627e-01
  2240 |  3.3126e+00 |  1.4681e-03 |  5.1026e-03 |  1.0188e-02 |  6.1281e-04 |  9.9626e-01
  2241 |  3.3141e+00 |  1.4681e-03 |  3.6697e-01 |  7.3389e-01 |  8.1218e-04 |  9.9624e-01
  2242 |  3.3156e+00 |  1.4681e-03 |  5.2943e-03 |  1.0570e-02 |  6.3345e-04 |  9.9623e-01
  2243 |  3.3170e+00 |  1.4681e-03 |  3.4930e-01 |  6.9850e-01 |  6.0741e-04 |  9.9621e-01
  2244 |  3.3185e+00 |  1.4681e-03 |  6.1426e-02 |  1.2267e-01 |  6.5326e-02 |  9.9619e-01
  2245 |  3.3200e+00 |  1.4681e-03 |  1.4681e-03 | -1.0564e+00 |  1.8817e-01 |  9.9618e-01
  2246 |  3.3214e+00 |  1.4681e-03 |  8.1873e-03 |  1.6351e-02 |  9.4650e-04 |  9.9616e-01
  2247 |  3.3229e+00 |  1.4681e-03 |  6.6667e-01 |  1.0001e+00 | -2.8940e-02 |  9.9615e-01
  2248 |  3.3244e+00 |  1.4680e-03 |  3.6598e-01 |  7.3191e-01 |  8.0953e-04 |  9.9613e-01
  2249 |  3.3258e+00 |  1.4680e-03 |  6.6667e-01 |  1.0018e+00 | -2.5649e-02 |  9.9611e-01
  2250 |  3.3273e+00 |  1.4680e-03 |  4.2558e-02 |  8.5014e-02 |  5.7876e-02 |  9.9610e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  2251 |  3.3288e+00 |  1.4680e-03 |  3.6555e-01 |  7.3104e-01 |  8.0129e-04 |  9.9608e-01
  2252 |  3.3302e+00 |  1.4680e-03 |  3.4871e-01 |  6.9724e-01 |  5.9781e-04 |  9.9606e-01
  2253 |  3.3317e+00 |  1.4680e-03 |  4.2841e-02 |  8.5577e-02 |  5.8476e-02 |  9.9605e-01
  2254 |  3.3332e+00 |  1.4680e-03 |  6.6667e-01 |  1.0001e+00 | -2.9382e-02 |  9.9603e-01
  2255 |  3.3346e+00 |  1.4680e-03 |  6.6667e-01 |  1.0001e+00 | -2.8258e-02 |  9.9601e-01
  2256 |  3.3361e+00 |  1.4680e-03 |  3.4864e-01 |  6.9714e-01 |  5.8360e-04 |  9.9600e-01
  2257 |  3.3376e+00 |  1.4679e-03 |  5.3298e-03 |  1.0640e-02 |  6.1924e-04 |  9.9598e-01
  2258 |  3.3390e+00 |  1.4679e-03 |  4.3774e-02 |  8.7434e-02 |  5.9968e-02 |  9.9596e-01
  2259 |  3.3405e+00 |  1.4679e-03 |  5.1166e-03 |  1.0215e-02 |  6.0036e-04 |  9.9594e-01
  2260 |  3.3420e+00 |  1.4679e-03 |  6.6667e-01 |  1.0001e+00 | -2.8246e-02 |  9.9593e-01
  2261 |  3.3435e+00 |  1.4679e-03 |  3.6362e-01 |  7.2716e-01 |  7.9752e-04 |  9.9591e-01
  2262 |  3.3449e+00 |  1.4679e-03 |  5.3761e-03 |  1.0733e-02 |  6.4372e-04 |  9.9589e-01
  2263 |  3.3464e+00 |  1.4679e-03 |  6.6667e-01 |  1.0015e+00 |  2.4667e-01 |  9.9588e-01
  2264 |  3.3479e+00 |  1.4678e-03 |  6.6667e-01 |  1.0001e+00 | -2.8233e-02 |  9.9586e-01
  2265 |  3.3493e+00 |  1.4678e-03 |  6.6667e-01 |  1.0001e+00 | -2.8234e-02 |  9.9584e-01
  2266 |  3.3508e+00 |  1.4678e-03 |  3.6252e-01 |  7.2496e-01 |  7.9715e-04 |  9.9582e-01
  2267 |  3.3523e+00 |  1.4678e-03 |  6.6667e-01 |  1.0001e+00 | -2.8235e-02 |  9.9581e-01
  2268 |  3.3537e+00 |  1.4678e-03 |  6.6667e-01 |  1.0002e+00 | -2.3855e-02 |  9.9579e-01
  2269 |  3.3552e+00 |  1.4678e-03 |  5.4694e-03 |  1.0920e-02 |  5.8458e-04 |  9.9577e-01
  2270 |  3.3567e+00 |  1.4678e-03 |  4.5623e-02 |  9.1122e-02 |  6.2401e-02 |  9.9575e-01
  2271 |  3.3581e+00 |  1.4678e-03 |  5.3183e-03 |  1.0618e-02 |  5.8807e-04 |  9.9574e-01
  2272 |  3.3596e+00 |  1.4678e-03 |  3.6153e-01 |  7.2300e-01 |  8.0087e-04 |  9.9572e-01
  2273 |  3.3611e+00 |  1.4678e-03 |  6.6667e-01 |  1.0014e+00 | -2.8148e-02 |  9.9570e-01
  2274 |  3.3625e+00 |  1.4678e-03 |  3.4803e-01 |  6.9592e-01 |  5.4246e-04 |  9.9568e-01
  2275 |  3.3640e+00 |  1.4677e-03 |  3.6105e-01 |  7.2205e-01 |  8.0593e-04 |  9.9566e-01
  2276 |  3.3655e+00 |  1.4677e-03 |  6.6667e-01 |  1.0015e+00 | -2.7621e-02 |  9.9565e-01
  2277 |  3.3669e+00 |  1.4677e-03 |  5.3597e-03 |  1.0701e-02 |  5.9022e-04 |  9.9563e-01
  2278 |  3.3684e+00 |  1.4677e-03 |  6.6667e-01 |  1.0017e+00 | -2.4133e-02 |  9.9561e-01
  2279 |  3.3699e+00 |  1.4677e-03 |  5.3441e-03 |  1.0669e-02 |  5.8385e-04 |  9.9559e-01
  2280 |  3.3713e+00 |  1.4677e-03 |  8.5925e-03 |  1.7159e-02 |  7.2867e-04 |  9.9557e-01
  2281 |  3.3728e+00 |  1.4676e-03 |  6.6667e-01 |  1.0018e+00 | -2.3915e-02 |  9.9556e-01
  2282 |  3.3743e+00 |  1.4676e-03 |  3.5980e-01 |  7.1951e-01 |  8.0468e-04 |  9.9554e-01
  2283 |  3.3757e+00 |  1.4676e-03 |  8.4781e-02 |  1.6921e-01 |  8.5743e-02 |  9.9552e-01
  2284 |  3.3772e+00 |  1.4676e-03 |  3.5944e-01 |  7.1878e-01 |  7.9881e-04 |  9.9550e-01
  2285 |  3.3787e+00 |  1.4676e-03 |  7.5263e-02 |  1.5030e-01 |  7.6727e-02 |  9.9548e-01
  2286 |  3.3801e+00 |  1.4676e-03 |  5.3701e-03 |  1.0722e-02 |  5.6423e-04 |  9.9546e-01
  2287 |  3.3816e+00 |  1.4676e-03 |  2.1623e-02 |  4.3213e-02 |  1.3072e-03 |  9.9545e-01
  2288 |  3.3831e+00 |  1.4676e-03 |  2.7015e-02 |  5.3982e-02 |  1.5929e-03 |  9.9543e-01
  2289 |  3.3845e+00 |  1.4676e-03 |  3.5866e-01 |  7.1722e-01 |  7.8493e-04 |  9.9541e-01
  2290 |  3.3860e+00 |  1.4676e-03 |  5.0517e-02 |  1.0087e-01 |  6.8871e-02 |  9.9539e-01
