Taylor-Green Vortex, no enstrophy, no user threads, xi = 0.64, alpha_beta = 40
cc -O3 -Wall -Werror -std=c99 -I/home/akshays/Codes/SuperLU_5.2.1/include -shared -fPIC -lm -lblas -L/home/akshays/Codes/SuperLU_5.2.1/lib -lsuperlu ./superlu_util.c -o /tmp/lua_8vcTAN.so
[0 - 7f9d89e15780] {4}{threads}: reservation ('CPU proc 1d0000000000000a') cannot be satisfied
======================= Problem parameters ======================
           Nx, Ny, Nz           = 32, 32, 32
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.196350, 0.196350, 0.196350
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.600000
           prow, pcol           = 4, 4
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization
TKE, Enstrophy = 4096, 24576
  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
    29 |  8.6053e-02 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    30 |  8.9021e-02 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    31 |  9.1988e-02 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    32 |  9.4955e-02 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    33 |  9.7923e-02 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    34 |  1.0089e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    35 |  1.0386e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    36 |  1.0682e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    37 |  1.0979e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    38 |  1.1276e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    39 |  1.1573e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    40 |  1.1869e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    41 |  1.2166e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    42 |  1.2463e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    43 |  1.2760e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    44 |  1.3056e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    45 |  1.3353e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    46 |  1.3650e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    47 |  1.3946e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    48 |  1.4243e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    49 |  1.4540e-01 |  2.9673e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    50 |  1.4837e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
    51 |  1.5133e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00 |  0.0000e+00
    52 |  1.5430e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    53 |  1.5727e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    54 |  1.6024e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    55 |  1.6320e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    56 |  1.6617e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    57 |  1.6914e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    58 |  1.7210e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    59 |  1.7507e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    60 |  1.7804e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    61 |  1.8101e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    62 |  1.8397e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    63 |  1.8694e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    64 |  1.8991e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    65 |  1.9287e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    66 |  1.9584e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    67 |  1.9881e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    68 |  2.0178e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    69 |  2.0474e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    70 |  2.0771e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    71 |  2.1068e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    72 |  2.1365e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    73 |  2.1661e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    74 |  2.1958e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    75 |  2.2255e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    76 |  2.2551e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    77 |  2.2848e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    78 |  2.3145e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    79 |  2.3442e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    80 |  2.3738e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    81 |  2.4035e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    82 |  2.4332e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    83 |  2.4628e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    84 |  2.4925e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    85 |  2.5222e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    86 |  2.5519e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    87 |  2.5815e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    88 |  2.6112e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    89 |  2.6409e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    90 |  2.6705e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    91 |  2.7002e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    92 |  2.7299e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    93 |  2.7596e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    94 |  2.7892e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    95 |  2.8189e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    96 |  2.8486e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    97 |  2.8782e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    98 |  2.9079e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
    99 |  2.9376e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   100 |  2.9673e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   101 |  2.9969e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00 |  0.0000e+00
   102 |  3.0266e-01 |  2.9672e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   103 |  3.0563e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   104 |  3.0859e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   105 |  3.1156e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   106 |  3.1453e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   107 |  3.1750e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   108 |  3.2046e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   109 |  3.2343e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   110 |  3.2640e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   111 |  3.2936e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   112 |  3.3233e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   113 |  3.3530e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   114 |  3.3827e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   115 |  3.4123e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   116 |  3.4420e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   117 |  3.4717e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   118 |  3.5013e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   119 |  3.5310e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   120 |  3.5607e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   121 |  3.5904e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   122 |  3.6200e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   123 |  3.6497e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   124 |  3.6794e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   125 |  3.7090e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   126 |  3.7387e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   127 |  3.7684e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   128 |  3.7981e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   129 |  3.8277e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   130 |  3.8574e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   131 |  3.8871e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   132 |  3.9167e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   133 |  3.9464e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   134 |  3.9761e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   135 |  4.0058e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   136 |  4.0354e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   137 |  4.0651e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   138 |  4.0948e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   139 |  4.1244e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   140 |  4.1541e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   141 |  4.1838e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   142 |  4.2135e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   143 |  4.2431e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   144 |  4.2728e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   145 |  4.3025e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   146 |  4.3321e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   147 |  4.3618e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   148 |  4.3915e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   149 |  4.4212e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   150 |  4.4508e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   151 |  4.4805e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00 |  0.0000e+00
   152 |  4.5102e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   153 |  4.5398e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   154 |  4.5695e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   155 |  4.5992e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   156 |  4.6289e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   157 |  4.6585e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   158 |  4.6882e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   159 |  4.7179e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   160 |  4.7475e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   161 |  4.7772e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   162 |  4.8069e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   163 |  4.8366e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   164 |  4.8662e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   165 |  4.8959e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   166 |  4.9256e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   167 |  4.9552e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   168 |  4.9849e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   169 |  5.0146e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   170 |  5.0443e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   171 |  5.0739e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   172 |  5.1036e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   173 |  5.1333e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
   174 |  5.1629e-01 |  2.9671e-03 | 6.3660e-314 | 2.2069e-312 | 4.2440e-314 |  1.0000e+00 |  0.0000e+00
