Taylor-Green Vortex
cc -O3 -Wall -Werror -std=c99 -I/home/akshays/Codes/SuperLU_5.2.1/include -shared -fPIC -lm -lblas -L/home/akshays/Codes/SuperLU_5.2.1/lib -lsuperlu ./superlu_util.c -o /tmp/lua_KACsOo.so
[0 - 7f953cc17780] {4}{threads}: reservation ('CPU proc 1d0000000000000b') cannot be satisfied
======================= Problem parameters ======================
           Nx, Ny, Nz           = 64, 64, 64
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.098175, 0.098175, 0.098175
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.600000
           prow, pcol           = 4, 4
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization
TKE, Enstrophy = 32768, 196608
  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
   415 |  6.1565e-01 |  1.4835e-03 |  7.2328e-08 |  4.5641e-02 | -2.0039e+00 |  1.0000e+00 |  1.0407e+00
   416 |  6.1713e-01 |  1.4835e-03 |  0.0000e+00 |  1.0186e+01 |  7.3468e-03 |  1.0000e+00 |  1.0409e+00
   417 |  6.1862e-01 |  1.4835e-03 |  1.1013e-02 |  1.7955e-03 | -2.0059e+00 |  1.0000e+00 |  1.0411e+00
   418 |  6.2010e-01 |  1.4835e-03 |  1.1023e-02 |  1.8017e-03 |  4.4107e-04 |  1.0000e+00 |  1.0413e+00
   419 |  6.2158e-01 |  1.4835e-03 |  0.0000e+00 |  1.0186e+01 |  4.2006e-02 |  1.0000e+00 |  1.0415e+00
   420 |  6.2307e-01 |  1.4835e-03 |  3.4200e-05 | -1.4513e-03 | -9.7856e-05 |  1.0000e+00 |  1.0417e+00
   421 |  6.2455e-01 |  1.4835e-03 |  2.6263e-05 | -3.4682e-03 | -5.1149e-03 |  1.0000e+00 |  1.0419e+00
   422 |  6.2603e-01 |  1.4835e-03 |  7.2281e-08 |  4.5482e-02 | 2.2069e-312 |  1.0000e+00 |  1.0421e+00
   423 |  6.2752e-01 |  1.4835e-03 |  2.6301e-05 | -3.4701e-03 | -4.7439e-03 |  1.0000e+00 |  1.0423e+00
   424 |  6.2900e-01 |  1.4835e-03 | -0.0000e+00 |  1.0186e+01 | -2.0131e+00 |  1.0000e+00 |  1.0425e+00
   425 |  6.3048e-01 |  1.4835e-03 | -0.0000e+00 |  1.0186e+01 | -4.7512e-03 |  1.0000e+00 |  1.0427e+00
   426 |  6.3197e-01 |  1.4835e-03 |  3.4588e-05 |  4.4875e-03 |  6.5580e-02 |  1.0000e+00 |  1.0429e+00
   427 |  6.3345e-01 |  1.4835e-03 |  7.3004e-08 | -4.8663e-02 |  2.5332e-01 |  1.0000e+00 |  1.0431e+00
   428 |  6.3494e-01 |  1.4835e-03 |  3.4721e-05 |  4.5015e-03 |  2.5852e-03 |  1.0000e+00 |  1.0433e+00
   429 |  6.3642e-01 |  1.4835e-03 |  0.0000e+00 |  1.0186e+01 |  9.3173e-02 |  1.0000e+00 |  1.0435e+00
   430 |  6.3790e-01 |  1.4835e-03 |  2.5235e-05 |  8.3940e-04 |  4.5569e-02 |  1.0000e+00 |  1.0437e+00
   431 |  6.3939e-01 |  1.4835e-03 |  1.0960e-02 |  1.5854e-03 | -2.0203e+00 |  1.0000e+00 |  1.0440e+00
   432 |  6.4087e-01 |  1.4835e-03 | 2.1220e-313 | 5.7294e-313 | 2.2069e-312 |  1.0000e+00 |  1.0442e+00
   433 |  6.4235e-01 |  1.4835e-03 |  3.5057e-05 | -1.4376e-03 |  2.5693e-01 |  1.0000e+00 |  1.0444e+00
   434 |  6.4384e-01 |  1.4835e-03 | -0.0000e+00 |  1.0186e+01 | -6.8204e-02 |  1.0000e+00 |  1.0446e+00
   435 |  6.4532e-01 |  1.4835e-03 |  0.0000e+00 |  1.0186e+01 |  7.5476e-02 |  1.0000e+00 |  1.0448e+00
   436 |  6.4680e-01 |  1.4835e-03 |  3.5259e-05 |  4.5446e-03 | -5.0837e-01 |  1.0000e+00 |  1.0450e+00
   437 |  6.4829e-01 |  1.4835e-03 |  3.5327e-05 |  4.5505e-03 |  5.2201e-03 |  1.0000e+00 |  1.0452e+00
   438 |  6.4977e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  1.4908e+00 |  1.0000e+00 |  1.0454e+00
   439 |  6.5125e-01 |  1.4836e-03 |  3.5465e-05 |  4.5633e-03 |  7.5707e-03 |  1.0000e+00 |  1.0457e+00
   440 |  6.5274e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0000e+00 |  1.0459e+00
   441 |  6.5422e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -3.4751e-03 |  1.0000e+00 |  1.0461e+00
   442 |  6.5571e-01 |  1.4836e-03 |  3.5677e-05 |  4.5826e-03 |  4.8108e-03 |  1.0000e+00 |  1.0463e+00
   443 |  6.5719e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.3723e-03 |  1.0000e+00 |  1.0465e+00
   444 |  6.5867e-01 |  1.4836e-03 |  1.1073e-02 |  1.6475e-03 | -2.3711e-03 |  1.0000e+00 |  1.0467e+00
   445 |  6.6016e-01 |  1.4836e-03 |  1.1082e-02 |  1.6502e-03 |  5.4704e-01 |  1.0000e+00 |  1.0470e+00
   446 |  6.6164e-01 |  1.4836e-03 |  7.3864e-08 |  4.5135e-02 | -9.3226e-02 |  1.0000e+00 |  1.0472e+00
   447 |  6.6312e-01 |  1.4836e-03 |  1.1101e-02 |  1.6549e-03 |  2.7333e-03 |  1.0000e+00 |  1.0474e+00
   448 |  6.6461e-01 |  1.4836e-03 |  1.1321e-02 |  1.9502e-03 | -2.3649e-03 |  1.0000e+00 |  1.0476e+00
   449 |  6.6609e-01 |  1.4836e-03 |  7.4412e-08 | -4.8512e-02 |  9.4611e-02 |  1.0000e+00 |  1.0478e+00
   450 |  6.6757e-01 |  1.4836e-03 |  3.6248e-05 |  4.6305e-03 |  7.6783e-03 |  1.0000e+00 |  1.0480e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   451 |  6.6906e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -1.4443e-03 |  1.0000e+00 |  1.0483e+00
   452 |  6.7054e-01 |  1.4836e-03 |  3.6393e-05 | -1.4128e-03 | -5.2531e-01 |  1.0000e+00 |  1.0485e+00
   453 |  6.7202e-01 |  1.4836e-03 |  1.1374e-02 |  1.9760e-03 |  5.5707e-01 |  1.0000e+00 |  1.0487e+00
   454 |  6.7351e-01 |  1.4836e-03 |  7.4703e-08 | -4.8473e-02 | -3.3362e-03 |  1.0000e+00 |  1.0489e+00
   455 |  6.7499e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  9.3812e-02 |  1.0000e+00 |  1.0492e+00
   456 |  6.7648e-01 |  1.4836e-03 |  1.1407e-02 |  1.9967e-03 | -2.3512e-03 |  1.0000e+00 |  1.0494e+00
   457 |  6.7796e-01 |  1.4836e-03 |  7.4647e-08 |  4.4985e-02 | -9.3943e-02 |  1.0000e+00 |  1.0496e+00
   458 |  6.7944e-01 |  1.4836e-03 |  2.6963e-05 | -3.5043e-03 | -6.3173e-03 |  1.0000e+00 |  1.0498e+00
   459 |  6.8093e-01 |  1.4836e-03 |  1.1213e-02 |  1.7157e-03 | -3.1153e-04 |  1.0000e+00 |  1.0501e+00
   460 |  6.8241e-01 |  1.4836e-03 |  1.1223e-02 |  1.7210e-03 |  7.7730e-03 |  1.0000e+00 |  1.0503e+00
   461 |  6.8389e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.9634e-03 |  1.0000e+00 |  1.0505e+00
   462 |  6.8538e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -1.2917e-04 |  1.0000e+00 |  1.0507e+00
   463 |  6.8686e-01 |  1.4836e-03 |  7.5439e-08 |  4.4904e-02 | -2.3382e-03 |  1.0000e+00 |  1.0510e+00
   464 |  6.8834e-01 |  1.4836e-03 |  7.5508e-08 | -4.8420e-02 | -6.4790e-03 |  1.0000e+00 |  1.0512e+00
   465 |  6.8983e-01 |  1.4836e-03 |  1.1509e-02 |  2.0390e-03 |  6.3551e-02 |  1.0000e+00 |  1.0514e+00
   466 |  6.9131e-01 |  1.4836e-03 |  2.5592e-05 |  7.2160e-04 | -3.4640e-03 |  1.0000e+00 |  1.0516e+00
   467 |  6.9279e-01 |  1.4836e-03 |  7.5543e-08 |  4.4860e-02 | -2.3318e-03 |  1.0000e+00 |  1.0519e+00
   468 |  6.9428e-01 |  1.4836e-03 |  3.7608e-05 |  4.7280e-03 | -5.4174e-01 |  1.0000e+00 |  1.0521e+00
   469 |  6.9576e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  9.0585e-02 |  1.0000e+00 |  1.0523e+00
   470 |  6.9725e-01 |  1.4836e-03 |  7.5668e-08 |  4.4816e-02 |  5.7851e-01 |  1.0000e+00 |  1.0526e+00
   471 |  6.9873e-01 |  1.4836e-03 |  3.7846e-05 |  4.7453e-03 |  7.8741e-03 |  1.0000e+00 |  1.0528e+00
   472 |  7.0021e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -6.6219e-02 |  1.0000e+00 |  1.0530e+00
   473 |  7.0170e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -9.7865e-04 |  1.0000e+00 |  1.0533e+00
   474 |  7.0318e-01 |  1.4836e-03 |  7.6124e-08 |  4.4770e-02 | 2.2069e-312 |  1.0000e+00 |  1.0535e+00
   475 |  7.0466e-01 |  1.4836e-03 |  2.7326e-05 | -3.5160e-03 |  4.7197e-03 |  1.0000e+00 |  1.0537e+00
   476 |  7.0615e-01 |  1.4836e-03 |  1.1640e-02 |  2.0953e-03 | -2.3191e-03 |  1.0000e+00 |  1.0540e+00
   477 |  7.0763e-01 |  1.4836e-03 |  7.6410e-08 |  4.4737e-02 |  6.2948e-02 |  1.0000e+00 |  1.0542e+00
   478 |  7.0911e-01 |  1.4836e-03 |  3.8418e-05 |  4.7886e-03 |  6.8761e-03 |  1.0000e+00 |  1.0544e+00
   479 |  7.1060e-01 |  1.4836e-03 |  3.8498e-05 | -1.3905e-03 |  3.4885e-03 |  1.0000e+00 |  1.0547e+00
   480 |  7.1208e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  7.4143e-03 |  1.0000e+00 |  1.0549e+00
   481 |  7.1356e-01 |  1.4836e-03 |  7.6660e-08 | -4.8334e-02 |  3.0159e-03 |  1.0000e+00 |  1.0551e+00
   482 |  7.1505e-01 |  1.4836e-03 |  2.5778e-05 |  6.7985e-04 |  1.7835e-02 |  1.0000e+00 |  1.0554e+00
   483 |  7.1653e-01 |  1.4836e-03 |  1.1459e-02 |  1.8424e-03 | -3.2873e-04 |  1.0000e+00 |  1.0556e+00
   484 |  7.1802e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -5.5811e-01 |  1.0000e+00 |  1.0559e+00
   485 |  7.1950e-01 |  1.4836e-03 |  2.7542e-05 | -3.5239e-03 | -5.5850e-03 |  1.0000e+00 |  1.0561e+00
   486 |  7.2098e-01 |  1.4836e-03 |  2.5823e-05 |  6.6740e-04 |  8.0170e-03 |  1.0000e+00 |  1.0563e+00
   487 |  7.2247e-01 |  1.4836e-03 |  3.9167e-05 | -1.3793e-03 |  9.9301e-02 |  1.0000e+00 |  1.0566e+00
   488 |  7.2395e-01 |  1.4836e-03 |  7.7069e-08 |  4.4578e-02 | -1.5036e-03 |  1.0000e+00 |  1.0568e+00
   489 |  7.2543e-01 |  1.4836e-03 |  2.7648e-05 | -3.5290e-03 |  3.5726e-03 |  1.0000e+00 |  1.0571e+00
   490 |  7.2692e-01 |  1.4836e-03 |  2.5852e-05 |  6.5798e-04 | -3.7333e-03 |  1.0000e+00 |  1.0573e+00
   491 |  7.2840e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 |  4.0780e-03 |  1.0000e+00 |  1.0575e+00
   492 |  7.2988e-01 |  1.4836e-03 |  3.9599e-05 | -1.3812e-03 |  2.9261e-01 |  1.0000e+00 |  1.0578e+00
   493 |  7.3137e-01 |  1.4836e-03 |  3.9685e-05 |  4.8748e-03 |  1.0237e-01 |  1.0000e+00 |  1.0580e+00
   494 |  7.3285e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.2085e-02 |  1.0000e+00 |  1.0583e+00
   495 |  7.3433e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.1937e-01 |  1.0000e+00 |  1.0585e+00
   496 |  7.3582e-01 |  1.4836e-03 |  1.1894e-02 |  2.1996e-03 | 2.2069e-312 |  1.0000e+00 |  1.0588e+00
   497 |  7.3730e-01 |  1.4836e-03 |  4.0034e-05 |  4.8986e-03 | -1.5148e-03 |  1.0000e+00 |  1.0590e+00
   498 |  7.3879e-01 |  1.4836e-03 |  4.0124e-05 |  4.9038e-03 |  8.1339e-03 |  1.0000e+00 |  1.0593e+00
   499 |  7.4027e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.1493e-01 |  1.0000e+00 |  1.0595e+00
   500 |  7.4175e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  3.0420e-01 |  1.0000e+00 |  1.0598e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   501 |  7.4324e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.2772e-03 |  1.0000e+00 |  1.0600e+00
   502 |  7.4472e-01 |  1.4836e-03 |  4.0486e-05 | -1.3662e-03 | -9.8857e-02 |  1.0000e+00 |  1.0602e+00
   503 |  7.4620e-01 |  1.4836e-03 |  1.1687e-02 |  1.9396e-03 | -3.8846e-03 |  1.0000e+00 |  1.0605e+00
   504 |  7.4769e-01 |  1.4836e-03 |  7.8478e-08 | -4.8152e-02 |  6.1578e-02 |  1.0000e+00 |  1.0607e+00
   505 |  7.4917e-01 |  1.4836e-03 |  7.8543e-08 | -4.8143e-02 | -3.9063e-03 |  1.0000e+00 |  1.0610e+00
   506 |  7.5065e-01 |  1.4836e-03 |  4.0850e-05 | -1.3669e-03 |  6.2364e-01 |  1.0000e+00 |  1.0612e+00
   507 |  7.5214e-01 |  1.4836e-03 |  1.2044e-02 |  2.2596e-03 | -2.2676e-01 |  1.0000e+00 |  1.0615e+00
   508 |  7.5362e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -4.8032e-03 |  1.0000e+00 |  1.0618e+00
   509 |  7.5511e-01 |  1.4836e-03 |  1.1759e-02 |  1.9702e-03 |  5.0719e-03 |  1.0000e+00 |  1.0620e+00
   510 |  7.5659e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.2860e-01 |  1.0000e+00 |  1.0623e+00
   511 |  7.5807e-01 |  1.4836e-03 |  4.1317e-05 | -1.3601e-03 |  3.7623e-03 |  1.0000e+00 |  1.0625e+00
   512 |  7.5956e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.1173e-02 |  1.0000e+00 |  1.0628e+00
   513 |  7.6104e-01 |  1.4836e-03 |  7.9047e-08 | -4.8054e-02 | 2.2069e-312 |  1.0000e+00 |  1.0630e+00
   514 |  7.6252e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.3355e-01 |  1.0000e+00 |  1.0633e+00
   515 |  7.6401e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -4.8208e-03 |  1.0000e+00 |  1.0635e+00
   516 |  7.6549e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -3.9669e-01 |  1.0000e+00 |  1.0638e+00
   517 |  7.6697e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.2537e-03 |  1.0000e+00 |  1.0641e+00
   518 |  7.6846e-01 |  1.4836e-03 |  2.6192e-05 |  5.7600e-04 |  8.3296e-03 |  1.0000e+00 |  1.0643e+00
   519 |  7.6994e-01 |  1.4836e-03 |  7.9351e-08 |  4.4042e-02 |  8.3374e-03 |  1.0000e+00 |  1.0646e+00
   520 |  7.7142e-01 |  1.4836e-03 |  1.1898e-02 |  2.0280e-03 | -5.1221e-03 |  1.0000e+00 |  1.0648e+00
   521 |  7.7291e-01 |  1.4836e-03 |  1.1911e-02 |  2.0307e-03 |  3.1631e-01 |  1.0000e+00 |  1.0651e+00
   522 |  7.7439e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.0683e-02 |  1.0000e+00 |  1.0653e+00
   523 |  7.7588e-01 |  1.4836e-03 |  1.2275e-02 |  2.3482e-03 |  3.1059e-01 |  1.0000e+00 |  1.0656e+00
   524 |  7.7736e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -2.1230e+00 |  1.0000e+00 |  1.0659e+00
   525 |  7.7884e-01 |  1.4836e-03 |  4.2680e-05 |  5.0576e-03 |  1.1979e-01 |  1.0000e+00 |  1.0661e+00
   526 |  7.8033e-01 |  1.4836e-03 |  2.8546e-05 | -3.5346e-03 |  1.4797e+00 |  1.0001e+00 |  1.0664e+00
   527 |  7.8181e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -3.6964e-04 |  1.0001e+00 |  1.0667e+00
   528 |  7.8329e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -1.7067e-03 |  1.0001e+00 |  1.0669e+00
   529 |  7.8478e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.5216e-01 |  1.0001e+00 |  1.0672e+00
   530 |  7.8626e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  3.9314e-03 |  1.0001e+00 |  1.0675e+00
   531 |  7.8774e-01 |  1.4836e-03 |  8.0185e-08 |  4.3820e-02 | -4.6247e-03 |  1.0001e+00 |  1.0677e+00
   532 |  7.8923e-01 |  1.4836e-03 |  4.3387e-05 | -1.3418e-03 |  3.1587e-01 |  1.0001e+00 |  1.0680e+00
   533 |  7.9071e-01 |  1.4836e-03 |  1.2427e-02 |  2.4033e-03 |  3.9611e-03 |  1.0001e+00 |  1.0683e+00
   534 |  7.9220e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.5840e-01 |  1.0001e+00 |  1.0685e+00
   535 |  7.9368e-01 |  1.4836e-03 |  2.8800e-05 | -3.5383e-03 | -2.2274e-03 |  1.0001e+00 |  1.0688e+00
   536 |  7.9516e-01 |  1.4836e-03 |  4.3805e-05 |  5.1187e-03 |  1.0027e-01 |  1.0001e+00 |  1.0691e+00
   537 |  7.9665e-01 |  1.4836e-03 |  1.2490e-02 |  2.4244e-03 | -8.7415e-03 |  1.0001e+00 |  1.0693e+00
   538 |  7.9813e-01 |  1.4836e-03 |  4.4017e-05 | -1.3296e-03 |  8.8556e-02 |  1.0001e+00 |  1.0696e+00
   539 |  7.9961e-01 |  1.4836e-03 |  2.8900e-05 | -3.5329e-03 |  8.5162e-03 |  1.0001e+00 |  1.0699e+00
   540 |  8.0110e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -7.6249e-04 |  1.0001e+00 |  1.0701e+00
   541 |  8.0258e-01 |  1.4836e-03 |  4.4336e-05 |  5.1440e-03 |  4.0359e-03 |  1.0001e+00 |  1.0704e+00
   542 |  8.0406e-01 |  1.4836e-03 |  1.2570e-02 |  2.4544e-03 |  3.2178e-01 |  1.0001e+00 |  1.0707e+00
   543 |  8.0555e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -5.1835e-03 |  1.0001e+00 |  1.0710e+00
   544 |  8.0703e-01 |  1.4836e-03 |  4.4660e-05 |  5.1633e-03 | -2.1449e+00 |  1.0001e+00 |  1.0712e+00
   545 |  8.0851e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  2.8780e-03 |  1.0001e+00 |  1.0715e+00
   546 |  8.1000e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  3.5725e-03 |  1.0001e+00 |  1.0718e+00
   547 |  8.1148e-01 |  1.4836e-03 |  1.2268e-02 |  2.1666e-03 | -3.6643e-03 |  1.0001e+00 |  1.0721e+00
   548 |  8.1297e-01 |  1.4836e-03 |  4.5103e-05 |  5.1890e-03 |  4.0970e-03 |  1.0001e+00 |  1.0723e+00
   549 |  8.1445e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  1.4772e+00 |  1.0001e+00 |  1.0726e+00
   550 |  8.1593e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -5.2579e-03 |  1.0001e+00 |  1.0729e+00

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE |   Enstrophy
-------|-------------|-------------|-------------|-------------|-------------|-------------|------------
   551 |  8.1742e-01 |  1.4836e-03 | 2.1220e-313 | 6.5782e-313 | 2.2069e-312 |  1.0001e+00 |  1.0732e+00
   552 |  8.1890e-01 |  1.4836e-03 |  4.5539e-05 |  5.2063e-03 |  5.2718e-03 |  1.0001e+00 |  1.0734e+00
   553 |  8.2038e-01 |  1.4836e-03 |  8.2088e-08 | -4.7660e-02 |  8.6406e-03 |  1.0001e+00 |  1.0737e+00
   554 |  8.2187e-01 |  1.4836e-03 |  4.5759e-05 |  5.2163e-03 |  1.3620e-01 |  1.0001e+00 |  1.0740e+00
   555 |  8.2335e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.1574e+00 |  1.0001e+00 |  1.0743e+00
   556 |  8.2483e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.2001e-03 |  1.0001e+00 |  1.0746e+00
   557 |  8.2632e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.1993e-03 |  1.0001e+00 |  1.0748e+00
   558 |  8.2780e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -9.6081e-04 |  1.0001e+00 |  1.0751e+00
   559 |  8.2929e-01 |  1.4836e-03 |  4.6346e-05 | -1.3218e-03 | -5.3002e-03 |  1.0001e+00 |  1.0754e+00
   560 |  8.3077e-01 |  1.4836e-03 |  8.3286e-08 |  4.3332e-02 | -5.1600e-03 |  1.0001e+00 |  1.0757e+00
   561 |  8.3225e-01 |  1.4836e-03 |  2.6763e-05 |  4.6971e-04 |  4.2200e-03 |  1.0001e+00 |  1.0760e+00
   562 |  8.3374e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  6.9364e-01 |  1.0001e+00 |  1.0762e+00
   563 |  8.3522e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -4.2717e-01 |  1.0001e+00 |  1.0765e+00
   564 |  8.3670e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -1.0298e-01 |  1.0001e+00 |  1.0768e+00
   565 |  8.3819e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  5.3806e-05 |  1.0001e+00 |  1.0771e+00
   566 |  8.3967e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.1883e-03 |  1.0001e+00 |  1.0774e+00
   567 |  8.4115e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  5.8606e-02 |  1.0001e+00 |  1.0777e+00
   568 |  8.4264e-01 |  1.4836e-03 |  2.6847e-05 |  6.0338e-04 | 2.2069e-312 |  1.0001e+00 |  1.0780e+00
   569 |  8.4412e-01 |  1.4836e-03 |  8.3276e-08 | -4.7517e-02 | -1.6029e-03 |  1.0001e+00 |  1.0782e+00
   570 |  8.4561e-01 |  1.4836e-03 |  1.2621e-02 |  2.3048e-03 |  2.8102e-01 |  1.0001e+00 |  1.0785e+00
   571 |  8.4709e-01 |  1.4836e-03 |  8.3777e-08 | -4.7497e-02 | -2.1837e-03 |  1.0001e+00 |  1.0788e+00
   572 |  8.4857e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  5.8369e-02 |  1.0001e+00 |  1.0791e+00
   573 |  8.5006e-01 |  1.4836e-03 |  8.4105e-08 | -4.7475e-02 |  1.9661e-05 |  1.0001e+00 |  1.0794e+00
   574 |  8.5154e-01 |  1.4836e-03 |  0.0000e+00 |  3.3333e-01 | -2.6933e-01 |  1.0001e+00 |  1.0797e+00
   575 |  8.5302e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -1.6054e-03 |  1.0001e+00 |  1.0800e+00
   576 |  8.5451e-01 |  1.4836e-03 |  2.6943e-05 |  6.0917e-04 | -2.7062e-01 |  1.0001e+00 |  1.0803e+00
   577 |  8.5599e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  8.8575e-03 |  1.0001e+00 |  1.0806e+00
   578 |  8.5747e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  4.3787e-03 |  1.0001e+00 |  1.0809e+00
   579 |  8.5896e-01 |  1.4836e-03 |  4.8762e-05 | -1.3034e-03 |  1.4765e+00 |  1.0001e+00 |  1.0812e+00
   580 |  8.6044e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -6.0776e-02 |  1.0001e+00 |  1.0815e+00
   581 |  8.6192e-01 |  1.4836e-03 |  2.6997e-05 |  5.7613e-04 |  1.5215e-01 |  1.0001e+00 |  1.0818e+00
   582 |  8.6341e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  7.1874e-01 |  1.0001e+00 |  1.0820e+00
   583 |  8.6489e-01 |  1.4836e-03 |  1.2837e-02 |  2.3806e-03 | -6.5542e-03 |  1.0001e+00 |  1.0823e+00
   584 |  8.6638e-01 |  1.4836e-03 |  4.9395e-05 |  5.3795e-03 |  3.4694e-01 |  1.0001e+00 |  1.0826e+00
   585 |  8.6786e-01 |  1.4836e-03 |  2.7034e-05 |  5.3930e-04 |  3.9466e-03 |  1.0001e+00 |  1.0829e+00
   586 |  8.6934e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  4.4241e-01 |  1.0001e+00 |  1.0832e+00
   587 |  8.7083e-01 |  1.4836e-03 |  4.9780e-05 |  5.3956e-03 |  4.4306e-01 |  1.0001e+00 |  1.0835e+00
   588 |  8.7231e-01 |  1.4836e-03 |  4.9911e-05 |  5.4012e-03 |  4.4751e-03 |  1.0001e+00 |  1.0838e+00
   589 |  8.7379e-01 |  1.4836e-03 |  1.2941e-02 |  2.4035e-03 |  3.9706e-03 |  1.0001e+00 |  1.0841e+00
   590 |  8.7528e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -5.5134e-03 |  1.0001e+00 |  1.0844e+00
   591 |  8.7676e-01 |  1.4836e-03 |  0.0000e+00 |  1.0186e+01 |  2.9558e-01 |  1.0001e+00 |  1.0847e+00
   592 |  8.7824e-01 |  1.4836e-03 |  5.0450e-05 |  5.4232e-03 | -5.1034e-03 |  1.0001e+00 |  1.0850e+00
   593 |  8.7973e-01 |  1.4836e-03 |  1.3012e-02 |  2.4282e-03 |  7.3236e-01 |  1.0001e+00 |  1.0853e+00
   594 |  8.8121e-01 |  1.4836e-03 |  1.3029e-02 |  2.4403e-03 |  9.0104e-03 |  1.0001e+00 |  1.0856e+00
   595 |  8.8270e-01 |  1.4836e-03 |  3.0606e-05 | -3.5812e-03 |  5.3308e-03 |  1.0001e+00 |  1.0859e+00
   596 |  8.8418e-01 |  1.4836e-03 | -0.0000e+00 |  1.0186e+01 | -2.8331e-01 |  1.0001e+00 |  1.0863e+00
