======================= Problem parameters ======================
           Nx, Ny, Nz           = 32, 32, 32
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.196350, 0.196350, 0.196350
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.600000
           prow, pcol           = 2, 2
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
   914 |  2.7080e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   915 |  2.7110e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   916 |  2.7139e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   917 |  2.7169e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   918 |  2.7198e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   919 |  2.7228e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   920 |  2.7257e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   921 |  2.7287e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   922 |  2.7316e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   923 |  2.7346e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   924 |  2.7375e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   925 |  2.7405e+00 |  2.9524e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   926 |  2.7434e+00 |  2.9523e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   927 |  2.7464e+00 |  2.9523e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   928 |  2.7493e+00 |  2.9523e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   929 |  2.7523e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   930 |  2.7553e+00 |  2.9522e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   931 |  2.7582e+00 |  2.9521e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   932 |  2.7612e+00 |  2.9521e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   933 |  2.7641e+00 |  2.9520e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   934 |  2.7671e+00 |  2.9519e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   935 |  2.7700e+00 |  2.9518e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   936 |  2.7730e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   937 |  2.7759e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   938 |  2.7789e+00 |  2.9516e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   939 |  2.7818e+00 |  2.9516e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   940 |  2.7848e+00 |  2.9516e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   941 |  2.7877e+00 |  2.9516e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   942 |  2.7907e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   943 |  2.7936e+00 |  2.9518e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   944 |  2.7966e+00 |  2.9517e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   945 |  2.7995e+00 |  2.9515e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   946 |  2.8025e+00 |  2.9514e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   947 |  2.8054e+00 |  2.9514e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   948 |  2.8084e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   949 |  2.8113e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   950 |  2.8143e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
-------|-------------|-------------|-------------|-------------|-------------|------------
   951 |  2.8172e+00 |  2.9514e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   952 |  2.8202e+00 |  2.9513e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   953 |  2.8231e+00 |  2.9512e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   954 |  2.8261e+00 |  2.9511e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   955 |  2.8290e+00 |  2.9510e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   956 |  2.8320e+00 |  2.9510e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   957 |  2.8349e+00 |  2.9511e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0005e+00
   958 |  2.8379e+00 |  2.9510e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   959 |  2.8408e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   960 |  2.8438e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   961 |  2.8467e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   962 |  2.8497e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   963 |  2.8526e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   964 |  2.8556e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   965 |  2.8586e+00 |  2.9510e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   966 |  2.8615e+00 |  2.9509e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   967 |  2.8645e+00 |  2.9508e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   968 |  2.8674e+00 |  2.9507e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   969 |  2.8704e+00 |  2.9506e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   970 |  2.8733e+00 |  2.9505e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   971 |  2.8763e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   972 |  2.8792e+00 |  2.9504e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   973 |  2.8822e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   974 |  2.8851e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   975 |  2.8881e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   976 |  2.8910e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   977 |  2.8940e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   978 |  2.8969e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   979 |  2.8999e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   980 |  2.9028e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   981 |  2.9058e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   982 |  2.9087e+00 |  2.9503e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   983 |  2.9117e+00 |  2.9502e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   984 |  2.9146e+00 |  2.9502e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   985 |  2.9176e+00 |  2.9501e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   986 |  2.9205e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   987 |  2.9235e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   988 |  2.9264e+00 |  2.9499e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   989 |  2.9294e+00 |  2.9499e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   990 |  2.9323e+00 |  2.9499e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   991 |  2.9353e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   992 |  2.9382e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   993 |  2.9412e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   994 |  2.9441e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   995 |  2.9471e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   996 |  2.9500e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0004e+00
   997 |  2.9530e+00 |  2.9500e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   998 |  2.9559e+00 |  2.9499e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
   999 |  2.9589e+00 |  2.9499e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1000 |  2.9618e+00 |  2.9498e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
-------|-------------|-------------|-------------|-------------|-------------|------------
  1001 |  2.9648e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1002 |  2.9677e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1003 |  2.9707e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1004 |  2.9736e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1005 |  2.9766e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1006 |  2.9795e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1007 |  2.9825e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1008 |  2.9854e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1009 |  2.9884e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1010 |  2.9913e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1011 |  2.9943e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1012 |  2.9972e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1013 |  3.0002e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1014 |  3.0031e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0003e+00
  1015 |  3.0061e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1016 |  3.0090e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1017 |  3.0120e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1018 |  3.0149e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1019 |  3.0179e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1020 |  3.0208e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1021 |  3.0237e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1022 |  3.0267e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1023 |  3.0296e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1024 |  3.0326e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0002e+00
  1025 |  3.0355e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1026 |  3.0385e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1027 |  3.0414e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1028 |  3.0444e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1029 |  3.0473e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1030 |  3.0503e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1031 |  3.0532e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1032 |  3.0562e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1033 |  3.0591e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1034 |  3.0621e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0001e+00
  1035 |  3.0650e+00 |  2.9497e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
  1036 |  3.0680e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
  1037 |  3.0709e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
  1038 |  3.0739e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
  1039 |  3.0768e+00 |  2.9496e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9998e-01
  1040 |  3.0798e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9997e-01
  1041 |  3.0827e+00 |  2.9495e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9995e-01
  1042 |  3.0857e+00 |  2.9494e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9993e-01
  1043 |  3.0886e+00 |  2.9494e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9991e-01
  1044 |  3.0916e+00 |  2.9494e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9989e-01
  1045 |  3.0945e+00 |  2.9493e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9986e-01
  1046 |  3.0975e+00 |  2.9491e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9984e-01
  1047 |  3.1004e+00 |  2.9489e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9982e-01
  1048 |  3.1034e+00 |  2.9487e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9979e-01
  1049 |  3.1063e+00 |  2.9486e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9977e-01
  1050 |  3.1093e+00 |  2.9485e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9974e-01

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
-------|-------------|-------------|-------------|-------------|-------------|------------
  1051 |  3.1122e+00 |  2.9485e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9972e-01
  1052 |  3.1152e+00 |  2.9485e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9969e-01
  1053 |  3.1181e+00 |  2.9484e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9967e-01
  1054 |  3.1211e+00 |  2.9483e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9964e-01
  1055 |  3.1240e+00 |  2.9481e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9962e-01
  1056 |  3.1270e+00 |  2.9480e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9959e-01
  1057 |  3.1299e+00 |  2.9478e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9956e-01
  1058 |  3.1329e+00 |  2.9478e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9954e-01
  1059 |  3.1358e+00 |  2.9477e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9951e-01
  1060 |  3.1388e+00 |  2.9478e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9948e-01
  1061 |  3.1417e+00 |  2.9477e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9945e-01
  1062 |  3.1447e+00 |  2.9476e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9942e-01
  1063 |  3.1476e+00 |  2.9475e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9939e-01
  1064 |  3.1506e+00 |  2.9474e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9936e-01
  1065 |  3.1535e+00 |  2.9473e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9933e-01
  1066 |  3.1564e+00 |  2.9471e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9929e-01
  1067 |  3.1594e+00 |  2.9468e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9926e-01
  1068 |  3.1623e+00 |  2.9466e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9923e-01
  1069 |  3.1653e+00 |  2.9464e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9920e-01
  1070 |  3.1682e+00 |  2.9463e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9917e-01
  1071 |  3.1712e+00 |  2.9462e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9913e-01
  1072 |  3.1741e+00 |  2.9461e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9910e-01
  1073 |  3.1771e+00 |  2.9461e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9906e-01
  1074 |  3.1800e+00 |  2.9461e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9903e-01
  1075 |  3.1830e+00 |  2.9460e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9900e-01
  1076 |  3.1859e+00 |  2.9459e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9896e-01
  1077 |  3.1889e+00 |  2.9459e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9892e-01
  1078 |  3.1918e+00 |  2.9458e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9889e-01
  1079 |  3.1947e+00 |  2.9458e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9885e-01
  1080 |  3.1977e+00 |  2.9456e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9881e-01
  1081 |  3.2006e+00 |  2.9456e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9878e-01
  1082 |  3.2036e+00 |  2.9454e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9874e-01
  1083 |  3.2065e+00 |  2.9453e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9870e-01
  1084 |  3.2095e+00 |  2.9451e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9866e-01
  1085 |  3.2124e+00 |  2.9451e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9862e-01
  1086 |  3.2154e+00 |  2.9449e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9858e-01
  1087 |  3.2183e+00 |  2.9449e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9854e-01
  1088 |  3.2213e+00 |  2.9447e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9850e-01
  1089 |  3.2242e+00 |  2.9447e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9845e-01
  1090 |  3.2271e+00 |  2.9447e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9841e-01
  1091 |  3.2301e+00 |  2.9446e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9837e-01
  1092 |  3.2330e+00 |  2.9445e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9832e-01
  1093 |  3.2360e+00 |  2.9445e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9828e-01
  1094 |  3.2389e+00 |  2.9445e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9823e-01
  1095 |  3.2419e+00 |  2.9445e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9819e-01
  1096 |  3.2448e+00 |  2.9445e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9814e-01
  1097 |  3.2478e+00 |  2.9443e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9809e-01
  1098 |  3.2507e+00 |  2.9442e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9804e-01
  1099 |  3.2536e+00 |  2.9442e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9799e-01
  1100 |  3.2566e+00 |  2.9441e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9794e-01

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
-------|-------------|-------------|-------------|-------------|-------------|------------
  1101 |  3.2595e+00 |  2.9439e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9789e-01
  1102 |  3.2625e+00 |  2.9437e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9784e-01
  1103 |  3.2654e+00 |  2.9436e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9779e-01
  1104 |  3.2684e+00 |  2.9436e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9774e-01
  1105 |  3.2713e+00 |  2.9436e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9769e-01
  1106 |  3.2742e+00 |  2.9435e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9764e-01
  1107 |  3.2772e+00 |  2.9434e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9759e-01
  1108 |  3.2801e+00 |  2.9434e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9754e-01
  1109 |  3.2831e+00 |  2.9433e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9749e-01
  1110 |  3.2860e+00 |  2.9432e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9743e-01
  1111 |  3.2890e+00 |  2.9431e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9738e-01
  1112 |  3.2919e+00 |  2.9431e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9733e-01
  1113 |  3.2949e+00 |  2.9431e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9727e-01
  1114 |  3.2978e+00 |  2.9431e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9722e-01
  1115 |  3.3007e+00 |  2.9430e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9716e-01
  1116 |  3.3037e+00 |  2.9429e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9711e-01
  1117 |  3.3066e+00 |  2.9427e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9705e-01
  1118 |  3.3096e+00 |  2.9426e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9700e-01
  1119 |  3.3125e+00 |  2.9425e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9694e-01
  1120 |  3.3155e+00 |  2.9425e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9688e-01
  1121 |  3.3184e+00 |  2.9424e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9683e-01
  1122 |  3.3213e+00 |  2.9423e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9677e-01
  1123 |  3.3243e+00 |  2.9423e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9671e-01
  1124 |  3.3272e+00 |  2.9422e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9665e-01
  1125 |  3.3302e+00 |  2.9422e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  9.9659e-01
